@@,itemlabel,item,startdate,enddate
+++,Ciro Sales Ruiz,,2018-09-01,2021-08-31
+++,Claudia Angélica Domínguez Vázquez,,2018-09-01,2021-08-31
+++,Claudia Lastra Muñoz,,2018-09-01,2021-08-31
+++,Claudia López Rayón,,2018-09-01,2021-08-31
+++,Claudia Pérez Rodríguez,,2018-09-01,2021-08-31
+++,Claudia Tello Espinosa,,2018-09-01,2021-08-31
+++,Claudio Báez Ruiz,,2018-09-01,2021-08-31
+++,Cuauhtli Badillo Moreno,,2018-09-01,2021-08-31
+++,César Agustín Hernández Pérez,,2018-09-01,2021-08-31
+++,Daniel Gutiérrez Gutiérrez,,2018-09-01,2021-08-31
+++,David Bautista Rivera,,2018-09-01,2021-08-31
+++,David Orihuela Nava,,2018-09-01,2021-08-31
+++,Diego del Bosque Villarreal,,2018-09-01,2021-08-31
+++,Dionicia Vázquez García,,2018-09-01,2021-08-31
+++,Dorheny García Cayetano,,2018-09-01,2021-08-31
+++,Dulce Alejandra García Morlan,,2018-09-01,2021-08-31
+++,Dulce María Corina Villegas Guarneros,,2018-09-01,2021-08-31
+++,Dulce María Mendez de la Luz Dauzon,,2018-09-01,2021-08-31
+++,Edgar Eduardo Arenas Madrigal,,2018-09-01,2021-08-31
+++,Edgar Guzmán Valdéz,,2018-09-01,2021-08-31
+++,Ediltrudis Rodríguez Arellano,,2018-09-01,2021-08-31
+++,Edith Marisol Mercado Torres,,2018-09-01,2021-08-31
+++,Eduardo Ron Ramos,,2018-09-01,2021-08-31
+++,Elba Lorena Torres Díaz,,2018-09-01,2021-08-31
+++,Eleuterio Arrieta Sánchez,,2018-09-01,2021-08-31
+++,Eluisis Córdova Morán,,2018-09-01,2021-08-31
+++,Emeteria Claudia Martínez Aguilar,,2018-09-01,2021-08-31
+++,Emilio Manzanilla Téllez,,2018-09-01,2021-08-31
+++,Erika Mariana Rosas Uribe,,2018-09-01,2021-08-31
+++,Erika Vanessa del Castillo Ibarra,,2018-09-01,2021-08-31
->,Ernesto Alfonso Robledo->Alfonso Robledo Leal,Q16216040,2018-09-01,2021-08-31
->,Ernesto D'Alessio->Ernesto Vargas Contreras,Q5654719,2018-09-01,2021-08-31
+++,Esmeralda de los Ángeles Moreno Medina,,2018-09-01,2021-08-31
+++,Esteban Barajas Barajas,,2018-09-01,2021-08-31
+++,Estela Núñez Álvarez,,2018-09-01,2021-08-31
+++,Eulalio Ríos Fararoni,,2018-09-01,2021-08-31
+++,Feliciano Flores Anguiano,,2018-09-01,2021-08-31
+++,Felipe Rafael Arvizu de la Luz,,2018-09-01,2021-08-31
->,Fernando de las Fuentes->Fernando de las Fuentes Hernández,Q5445014,2018-09-01,2021-08-31
+++,Flor Ivone Morales Miranda,,2018-09-01,2021-08-31
+++,Flora Tania Cruz Santos,,2018-09-01,2021-08-31
+++,Fortunato Rivera Castillo,,2018-09-01,2021-08-31
+++,Francisco Favela Peñuñuri,,2018-09-01,2021-08-31
+++,Francisco Javier Borrego Adame,,2018-09-01,2021-08-31
+++,Francisco Javier Guzmán de la Torre,,2018-09-01,2021-08-31
+++,Francisco Javier Luevano Núñez,,2018-09-01,2021-08-31
+++,Francisco Javier Ramírez Navarrete,,2018-09-01,2021-08-31
+++,Francisco Javier Saldívar Camacho,,2018-09-01,2021-08-31
+++,Frida Alejandra Esparza Marquez,,2018-09-01,2021-08-31
+++,Frinne Azuara Yarzabal,,2018-09-01,2021-08-31
+++,Geraldina Isabel Herrera Vega,,2018-09-01,2021-08-31
->,Geraldine Ponce->Geraldine Ponce Méndez,Q25935594,2018-09-01,2021-08-31
->,Gonzalo Herrera Pérez,Q56877395->NULL,2018-09-01,2021-08-31
+++,Graciela Sánchez Ortiz,,2018-09-01,2021-08-31
+++,Graciela Zavaleta Sánchez,,2018-09-01,2021-08-31
+++,Gregorio Efrain Espadas Méndez,,2018-09-01,2021-08-31
+++,Guadalupe Ramos Sotelo,,2018-09-01,2021-08-31
+++,Guadalupe Romo Romo,,2018-09-01,2021-08-31
+++,Gustavo Callejas Romero,,2018-09-01,2021-08-31
+++,Heriberto Marcelo Aguilar Castillo,,2018-09-01,2021-08-31
+++,Hilda Patricia Ortega Nájera,,2018-09-01,2021-08-31
+++,Hildelisa González Morales,,2018-09-01,2021-08-31
+++,Hortensia Noroña Quezada,,2018-09-01,2021-08-31
+++,Humberto Ramón Jarero Cornejo,,2018-09-01,2021-08-31
+++,Héctor Joel Villegas González,,2018-09-01,2021-08-31
+++,Héctor René Cruz Aparicio,,2018-09-01,2021-08-31
+++,Idalia Reyes Miguel,,2018-09-01,2021-08-31
+++,Ignacio Campos Equihua,,2018-09-01,2021-08-31
+++,Inés Parra Juárez,,2018-09-01,2021-08-31
+++,Irasema del Carmen Buenfil Díaz,,2018-09-01,2021-08-31
+++,Irene García Martínez,,2018-09-01,2021-08-31
+++,Irineo Molina Espinoza,,2018-09-01,2021-08-31
->,Irma Sánchez->Irma Sánchez Manzo,Q6072103,2018-09-01,2021-08-31
+++,Isabel Margarita Guerra Villarreal,,2018-09-01,2021-08-31
->,Itzcóatl Tonatiuh Bravo Padilla->Tonatiuh Bravo Padilla,Q5923208,2018-09-01,2021-08-31
+++,Ivan Arturo Pérez Negrón Ruiz,,2018-09-01,2021-08-31
+++,Ivan Arturo Rodríguez Rivera,,2018-09-01,2021-08-31
---,Ivonne Liliana Álvarez,Q16146929,2021-06-07,2021-08-31
->,Ivonne Liliana Álvarez->Ivonne Álvarez García,Q16146929,2018-09-01,2021-02-26->2021-08-31
+++,Jacobo Cheja Alfaro,,2018-09-01,2021-08-31
+++,Jacquelina Martínez Juárez,,2018-09-01,2021-08-31
+++,Jaime Humberto Pérez Bernabe,,2018-09-01,2021-08-31
+++,Jaime Montes Salas,,2018-09-01,2021-08-31
+++,Janet Melanie Murillo Chávez,,2018-09-01,2021-08-31
+++,Jannet Téllez Infante,,2018-09-01,2021-08-31
+++,Jesus Fernando Garcia Hernandez,,2018-09-01,2021-08-31
+++,Jesús Carlos Vidal Peniche,,2018-09-01,2021-08-31
+++,Jesús Guzmán Aviles,,2018-09-01,2021-08-31
+++,Jesús Salvador Minor Mora,,2018-09-01,2021-08-31
+++,Jesús Wenceslao Ragel de la O,,2018-09-01,2021-08-31
->,Jorge Arturo Argüelles Victorero->Jorge Argüelles Victorero,Q63215493,2018-09-01,2021-08-31
+++,Jorge Arturo Espadas Galván,,2018-09-01,2021-08-31
->,Jorge Emilio González->Jorge Emilio González Martínez,Q3301658,2018-09-01,2021-08-31
+++,Jorge Eugenio Russo Salido,,2018-09-01,2021-08-31
+++,Jorge Ángel Sibaja Mendoza,,2018-09-01,2021-08-31
+++,Jose de la Luz Sosa Salinas,,2018-09-01,2021-08-31
+++,José Francisco Esquitin Alonso,,2018-09-01,2021-08-31
+++,José Guadalupe Aguilera Rojas,,2018-09-01,2021-08-31
+++,José Guadalupe Ambrocio Gachuz,,2018-09-01,2021-08-31
->,José Guillermo Aréchiga->Guillermo Aréchiga Santamaría,Q16736679,2018-09-01,2021-08-31
+++,José Ignacio Vázquez Sánchez,,2018-09-01,2021-08-31
+++,José Luis Elorza Flores,,2018-09-01,2021-08-31
+++,José Luis García Duque,,2018-09-01,2021-08-31
+++,José Luis Montalvo Luna,,2018-09-01,2021-08-31
+++,José Mario Osuna Medina,,2018-09-01,2021-08-31
->,José Martín López Cisneros->Martín López Cisneros,Q16214055,2018-09-01,2021-08-31
+++,José Ramón Cambero Pérez,,2018-09-01,2021-08-31
+++,José Ricardo Delsol Estrada,,2018-09-01,2021-08-31
+++,José Salvador Rosas Quintanilla,,2018-09-01,2021-08-31
+++,José del Carmen Gómez Quej,,2018-09-01,2021-08-31
+++,Juan Carlos Villarreal Salazar,,2018-09-01,2021-08-31
+++,Juan Enrique Farrera Esponda,,2018-09-01,2021-08-31
+++,Juan Francisco Ramírez Salcido,,2018-09-01,2021-08-31
+++,Juan Israel Ramos Ruiz,,2018-09-01,2021-08-31
+++,Juan José Canul Pérez,,2018-09-01,2021-08-31
+++,Juan Martín Espinoza Cárdenas,,2018-09-01,2021-08-31
+++,Juan Martínez Flores,,2018-09-01,2021-08-31
+++,Juan Ortiz Guarneros,,2018-09-01,2021-08-31
+++,Juan Pablo Sánchez Rodríguez,,2018-09-01,2021-08-31
+++,Juan Ángel Bautista Bravo,,2018-09-01,2021-08-31
+++,Julio Carranza Aréas,,2018-09-01,2021-08-31
+++,Julio César Ángeles Mendoza,,2018-09-01,2021-08-31
+++,Karen Ivette Audiffred Fernández,,2018-09-01,2021-08-31
+++,Karla Yuritzi Almazán Burgos,,2018-09-01,2021-08-31
+++,Katia Alejandra Castillo Lozano,,2018-09-01,2021-08-31
+++,Laura Erika de Jesús Garza Gutiérrez,,2018-09-01,2021-08-31
+++,Laura Imelda Pérez Segura,,2018-09-01,2021-08-31
+++,Laura Isabel Hernández Pichardo,,2018-09-01,2021-08-31
+++,Laura Martínez González,,2018-09-01,2021-08-31
+++,Laura Mónica Guerra Navarro,,2018-09-01,2021-08-31
+++,Laura Patricia Avalos Magaña,,2018-09-01,2021-08-31
+++,Lenin Nelson Campos Cordova,,2018-09-01,2021-08-31
+++,Leticia Arlett Aguilar Molina,,2018-09-01,2021-08-31
+++,Leticia Díaz Aguilar,,2018-09-01,2021-08-31
+++,Leticia Lozano Zavala,,2018-09-01,2021-08-31
+++,Leticia Mariana Gómez Ordaz,,2018-09-01,2021-08-31
+++,Lidia García Anaya,,2018-09-01,2021-08-31
+++,Lidia Nallely Vargas Hernández,,2018-09-01,2021-08-31
+++,Lilia Villafuerte Zavala,,2018-09-01,2021-08-31
+++,Limbert Interián Gallegos,,2018-09-01,2021-08-31
+++,Lorena Jiménez Andrade,,2018-09-01,2021-08-31
+++,Lourdes Celenia Contreras González,,2018-09-01,2021-08-31
+++,Lourdes Erika Sánchez Martínez,,2018-09-01,2021-08-31
+++,Lucinda Sandoval Soberanes,,2018-09-01,2021-08-31
+++,Lucio Ernesto Palacios Cordero,,2018-09-01,2021-08-31
+++,Lucio de Jesús Jiménez,,2018-09-01,2021-08-31
+++,Lucía Flores Olivo,,2018-09-01,2021-08-31
+++,Luis Alegre Salazar,,2018-09-01,2021-08-31
+++,Luis Enrique Martínez Ventura,,2018-09-01,2021-08-31
+++,Luz Estefanía Rosas Martínez,,2018-09-01,2021-08-31
+++,Lyndiana Bugarín Cortes,,2018-09-01,2021-08-31
+++,Ma de Jesús García Guardado,,2018-09-01,2021-08-31
+++,Ma. del Carmen Cabrera Lagunas,,2018-09-01,2021-08-31
+++,Madeleine Bonnafoux Alcaraz,,2018-09-01,2021-08-31
+++,Maiella Gómez Maldonado,,2018-09-01,2021-08-31
+++,Manuel Gómez Ventura,,2018-09-01,2021-08-31
+++,Manuel López Castillo,,2018-09-01,2021-08-31
+++,Manuel de Jesus Baldenebro Arredondo,,2018-09-01,2021-08-31
+++,Marcelino Rivera Hernández,,2018-09-01,2021-08-31
+++,Marco Antonio Andrade Zavala,,2018-09-01,2021-08-31
+++,Marco Antonio Carbajal Miranda,,2018-09-01,2021-08-31
+++,Marco Antonio González Reyes,,2018-09-01,2021-08-31
+++,Marco Antonio Medina Pérez,,2018-09-01,2021-08-31
+++,Marco Antonio Reyes Colín,,2018-09-01,2021-08-31
+++,Maria Bertha Espinoza Segura,,2018-09-01,2021-08-31
->,Mariana García Rojas->Mariana Dunyaska García Rojas,Q16214847,2018-09-01,2021-08-31
+++,Maricruz Roblero Gordillo,,2018-09-01,2021-08-31
->,Marina del Pilar Ávila Olmeda,Q62717140,2018-09-01,2019-03-01->2021-08-31
->,Mario Alberto Ramos Tamez,Q56877404->NULL,2018-09-01,2021-08-31
+++,Mario Alberto Rodríguez Carrillo,,2018-09-01,2021-08-31
->,Mario Delgado->Mario Delgado Carrillo,Q5998612,2018-09-01,2021-08-31
->,Mario Mata->Mario Mata Carrasco,Q5998859,2018-09-01,2021-08-31
+++,Mario Moreno Gil,,2018-09-01,2021-08-31
+++,Marta Dekker Gómez,,2018-09-01,2021-08-31
+++,Martha Angélica Zamudio Macías,,2018-09-01,2021-08-31
+++,Martha Elisa González Estrada,,2018-09-01,2021-08-31
+++,Martha Estela Romo Cuéllar,,2018-09-01,2021-08-31
+++,Martha Huerta Hernández,,2018-09-01,2021-08-31
+++,Martha Lizeth Noriega Galaz,,2018-09-01,2021-08-31
+++,Martha Robles Ortiz,,2018-09-01,2021-08-31
->,Martha Tagle Martínez,Q18356591->NULL,2018-09-01,2021-08-31
+++,Martina Cazarez Yáñez,,2018-09-01,2021-08-31
+++,María Alemán Muñoz Castillo,,2018-09-01,2021-08-31
+++,María Beatriz López Chávez,,2018-09-01,2021-08-31
+++,María Chávez Pérez,,2018-09-01,2021-08-31
+++,María Elizabeth Díaz García,,2018-09-01,2021-08-31
+++,María Eugenia Espinosa Rivas,,2018-09-01,2021-08-31
+++,María Eugenia Hernández Pérez,,2018-09-01,2021-08-31
+++,María Guadalupe Díaz Avilez,,2018-09-01,2021-08-31
+++,María Guadalupe Edith Castañeda Ortiz,,2018-09-01,2021-08-31
+++,María Guadalupe Román Ávila,,2018-09-01,2021-08-31
+++,María Guillermina Alvarado Moreno,,2018-09-01,2021-08-31
+++,María Isabel Alfaro Morales,,2018-09-01,2021-08-31
+++,María Liduvina Sandoval Mendoza,,2018-09-01,2021-08-31
->,María Lucero Saldaña->Lucero Saldaña Pérez,Q16189490,2018-09-01,2021-08-31
+++,María Luisa Veloz Silva,,2018-09-01,2021-08-31
+++,María Martha García Flores,,2018-09-01,2021-08-31
+++,María Teresa López Pérez,,2018-09-01,2021-08-31
+++,María Teresa Rebeca Rosa Mora Ríos,,2018-09-01,2021-08-31
+++,María de Lourdes Montes Hernández,,2018-09-01,2021-08-31
+++,María del Carmen Quiroz Rodríguez,,2018-09-01,2021-08-31
->,María del Rosario Merlín->Rosario Merlín García,Q16190830,2018-09-01,2021-08-31
+++,Maximino Alejandro Candelaria,,2018-09-01,2021-08-31
---,Miguel Angel Marquez Gonzalez,Q14117664,2018-09-01,2021-08-31
+++,Miguel Pavel Jarero Velázquez,,2018-09-01,2021-08-31
+++,Miguel Ángel Márquez González,,2018-09-01,2021-08-31
+++,Miriam Citlally Pérez Mackintosh,,2018-09-01,2021-08-31
+++,Mirna Zabeida Maldonado Tapia,,2018-09-01,2021-08-31
+++,Miroslava Sánchez Galván,,2018-09-01,2021-08-31
+++,Mirtha Iliana Villalvazo Amaya,,2018-09-01,2021-08-31
+++,Montserrat Navarro Pérez,,2018-09-01,2021-08-31
+++,Mónica Bautista Rodríguez,,2018-09-01,2021-08-31
+++,Mónica Palomarez Ching,,2018-09-01,2021-08-31
+++,Nancy Claudia Resendiz Hernández,,2018-09-01,2021-08-31
+++,Nayeli Arlen Fernández Cruz,,2018-09-01,2021-08-31
+++,Nelly Maceda Carrera,,2018-09-01,2021-08-31
+++,Nelly Minerva Carrasco Godínez,,2018-09-01,2021-08-31
+++,Nohemi Alemán Hernández,,2018-09-01,2021-08-31
+++,Norma Guel Saldivar,,2018-09-01,2021-08-31
+++,Olegaria Carrazco Macias,,2018-09-01,2021-08-31
+++,Oscar Rafael Novella Macías,,2018-09-01,2021-08-31
->,Pablo Guillermo Angulo Briceño->Pablo Angulo Briceño,Q56567014,2018-09-01,2021-08-31
+++,Paola Tenorio Adame,,2018-09-01,2021-08-31
+++,Patricia Palma Olvera,,2018-09-01,2021-08-31
+++,Patricia del Carmen de la Cruz Delucio,,2018-09-01,2021-08-31
+++,Pedro Daniel Abasolo Sánchez,,2018-09-01,2021-08-31
+++,Pedro Zenteno Santaella,,2018-09-01,2021-08-31
+++,Rafael Alejandro Serna Vega,,2018-09-01,2021-08-31
+++,Raymundo García Gutiérrez,,2018-09-01,2021-08-31
+++,Raúl Eduardo Bonifaz Moedano,,2018-09-01,2021-08-31
+++,Raúl Ernesto Sánchez Barrales,,2018-09-01,2021-08-31
->,Reyna Celeste Asencio Ortega->Celeste Ascencio Ortega,Q58338851,2018-09-01,2021-08-31
+++,Ricardo Francisco Exsome Zapata,,2018-09-01,2021-08-31
+++,Ricardo García Escalante,,2018-09-01,2021-08-31
+++,Ricardo de la Peña Marshall,,2018-09-01,2021-08-31
+++,Rigoberto Mares Aguilar,,2018-09-01,2021-08-31
+++,Rocío Carolina Pozos Ponce,,2018-09-01,2021-08-31
+++,Rodrigo Calderón Salas,,2018-09-01,2021-08-31
+++,Roque Luis Rabelo Velasco,,2018-09-01,2021-08-31
+++,Rosalba Valencia Cruz,,2018-09-01,2021-08-31
+++,Rosalinda Domínguez Flores,,2018-09-01,2021-08-31
+++,Ruth Salinas Reyes,,2018-09-01,2021-08-31
+++,Samuel Calderón Medina,,2018-09-01,2021-08-31
+++,Sandra Paola González Castañeda,,2018-09-01,2021-08-31
+++,Santiago González Soto,,2018-09-01,2021-08-31
+++,Sarai Núñez Cerón,,2018-09-01,2021-08-31
+++,Sergio Armando Sisbeles Maldonado,,2018-09-01,2021-08-31
+++,Sergio Ascencio Barba,,2018-09-01,2021-08-31
+++,Sergio Pérez Hernández,,2018-09-01,2021-08-31
->,Silvano Garay Ulloa,Q18358733->NULL,2018-09-01,2021-08-31
+++,Silvestre López Cornejo,,2018-09-01,2021-08-31
+++,Silvestre Resendez Muñoz,,2018-09-01,2021-08-31
->,Silvia Guadalupe Garza->Silvia Garza Galván,Q16194548,2018-09-01,2021-08-31
+++,Socorro Bahena Jiménez,,2018-09-01,2021-08-31
+++,Socorro Irma Andazola Gómez,,2018-09-01,2021-08-31
+++,Soraya Pérez Munguia,,2018-09-01,2021-08-31
+++,Susana Beatriz Cuaxiola Serrano,,2018-09-01,2021-08-31
+++,Susana Cano González,,2018-09-01,2021-08-31
+++,Sylvia Violeta Garfias Cedillo,,2018-09-01,2021-08-31
->,Tatiana Clouthier Carrillo,Q6139216,2018-12-01->2018-09-01,2020-12-07->2021-08-31
+++,Teresa Burelo Cortázar,,2018-09-01,2021-08-31
+++,Ulises García Soto,,2018-09-01,2021-08-31
+++,Ulises Murguía Soto,,2018-09-01,2021-08-31
+++,Valentín Reyes López,,2018-09-01,2021-08-31
+++,Verónica María Sobrado Rodríguez,,2018-09-01,2021-08-31
+++,Verónica Ramos Cruz,,2018-09-01,2021-08-31
+++,Vicente Verástegui Ostos,,2018-09-01,2021-08-31
+++,Virginia Merino García,,2018-09-01,2021-08-31
+++,Víctor Alfonso Mojica Wences,,2018-09-01,2021-08-31
+++,Víctor Blas López,,2018-09-01,2021-08-31
+++,Víctor Manuel Pérez Díaz,,2018-09-01,2021-08-31
+++,Xóchitl Zagal Ramírez,,2018-09-01,2021-08-31
+++,Yolanda Guerrero Barrera,,2018-09-01,2021-08-31
+++,Zaira Ochoa Valdivia,,2018-09-01,2021-08-31
->,Zoé Robledo->Zoé Robledo Aburto,Q19953819,2018-09-01,2021-08-31
+++,Zulma Espinoza Mata,,2018-09-01,2021-08-31
+++,Ángeles Ayala Díaz,,2018-09-01,2021-08-31
->,Óscar González Galicia->Óscar González Yáñez,Q6174808,2018-09-01,2021-08-31
+++,Óscar Gutiérrez Camacho,,2018-09-01,2021-08-31
+++,Óscar Jiménez Rayón,,2018-09-01,2021-08-31
