@@,itemlabel,item,startdate,enddate
+++,José María Ramírez,,1886,1887
+++,Adrián Culebro,,1886,1886
+++,Manuel Carrascosa,,1887,1887
+++,Manuel Carrascosa,,1888,1891
+++,Miguel Utrilla,,1888,1888
+++,Luis Farrera,,1888,1888
+++,Emilio Rabasa Estebanell,Q600267,1891,1893
+++,Emilio Rabasa Estebanell,Q600267,1893,1894
+++,Raúl del Pino,,1893,1893
+++,Fausto Moguel,Q5856841,1894,1895
+++,Francisco León,,1895,1895
+++,Francisco León,,1896,1899
+++,José María González,,1896,1896
+++,Francisco León,,1899,1899
+++,Luis Farrera,,1899,1899
+++,Rafael Pimentel,Q6097811,1899-10-12,1899
+++,Abraham A. López,,1900,1900
+++,Rafael Pimentel,Q6097811,1901,1902
+++,Onofre Ramos,,1902,1903
+++,Rafael Pimentel,Q6097811,1903,1904
+++,Onofre Ramos,,1904,1904
+++,Rafael Pimentel,Q6097811,1905,1905-12-12
+++,Rafael Pimentel,Q6097811,1905,1905
+++,Ramón Rabasa,,1905,1905
+++,Miguel Castillo,,1905,1905
+++,Onofre Ramos,,1905,1905
+++,Ramón Rabasa,,1906,1908
+++,Abraham A. López,,1906,1906
+++,Abraham A. López,,1908,1908
+++,Ramón Rabasa,,1909,1910
+++,Abraham A. López,,1909,1909
+++,José Inés Cano,,1909,1909
+++,Ramón Rabasa,,1909,1909
+++,Ramón Rabasa,,1910,1911
+++,José Inés Cano,,1910,1910
+++,Reynaldo Gordillo León,,1911,1912
+++,Marco Aurelio Solís,,1911,1911
+++,Manuel Rovelo Argüello,,1911,1911
+++,Policarpo Rueda Fernández,,1911,1911
+++,Reynaldo Gordillo León,,1911,1911
+++,Ramón Rabasa,,1911,1911
+++,Manuel Trejo,,1911,1911
+++,José Inés Cano,,1911,1911
+++,Flavio Guillén,,1912,1913
+++,Bernardo Palafox,,1913,1914
+++,Reynaldo Gordillo León,,1913,1913
+++,Marco Aurelio Solís,,1913,1913
+++,Blas Corral,Q5730032,1914,1914
+++,Jesús Agustín Castro,Q2272113,1914,1914
+++,José María Marín,,1914,1914
+++,José Inés Cano,,1914,1914
+++,Blas Corral,Q5730032,1915,1915
+++,Jesús Agustín Castro,Q2272113,1915,1916
+++,Jesús Agustín Castro,Q2272113,1915,1915
+++,Blas Corral,Q5730032,1916,1916
+++,Pablo Villanueva,,1916,1917
+++,José Ascensión González,,1916,1916
+++,Manuel Fuentes,,1917,1918
+++,Pablo Villanueva,,1918,1919
+++,Pascual Morales Molina,,1919,1920
+++,Pablo Villanueva,,1919,1919
+++,Manuel Fuentes,,1919,1919
+++,Tiburcio Fernández Ruíz,Q9087536,1920,1921
+++,Amadeo Ruiz,,1920,1920
+++,Fausto Ruíz,,1920,1920
+++,Juan Zertuche,,1920,1920
+++,Francisco G. Ruíz,,1920,1920
+++,Benigno Cal y Mayor,,1921,1921
+++,Tiburcio Fernández Ruíz,Q9087536,1922,1923
+++,Tiburcio Fernández Ruíz,Q9087536,1922,1922
+++,Amadeo Ruíz,,1922,1922
+++,Tiburcio Fernández Ruíz,Q9087536,1923,1924
+++,Manuel Encarnación Cruz,,1923,1923
+++,Tiburcio Fernández Ruíz,Q9087536,1924,1924
+++,Luis Ramírez Corzo,,1924,1924
+++,Raúl de León,,1924,1924
+++,Martín Paredes,,1924,1924
+++,Luis García,,1924,1924
+++,Rogelio García Castro,,1924,1924
+++,Carlos A. Vidal,Q2838764,1925,1926
+++,Carlos A. Vidal,Q2838764,1925,1925
+++,José Castañon,,1925,1925
+++,César Córdova,,1925,1925
+++,J. Amilcar Vidal,,1926,1926
+++,Manuel Álvarez Rábago,Q9028269,1927,1927
+++,Federico Martínez Rojas,,1927,1928
+++,Luis P. Vidal,,1927,1927
+++,Raymundo E. Enríquez,,1928,1929
+++,Rosendo Delarbre Santeliz,,1928,1928
+++,Amador Coutiño de Coss,Q16488405,1928-03-31,1928-11-09
+++,Álvaro Cancino,,1929,1929
+++,Ernesto Constantino Herrera,,1929,1929
+++,Alberto Domínguez,,1930,1930
+++,Moisés E. Villers,,1930,1930
+++,Álvaro Cancino,,1930,1930
+++,Martín G. Cruz,,1930,1930
+++,Raúl León,,1931,1931
+++,José María Brindís,,1931,1931
+++,Victórico R. Grajales,,1932,1932
+++,Raymundo E. Enríquez,,1932,1932
+++,Moisés Enríquez,,1932,1932
+++,Rodolfo Ruíz,,1932,1932
+++,Mariano G. A. Enríquez,,1932,1932
+++,Efraín A. Gutiérrez,,1936,1940
->,Rafael Pascasio Gamboa->Rafael Pascacio Gamboa,Q47216319,1940-12-08,1944-12-07
+++,Juan María Esponda,,1944,1946
+++,César Augusto Lara Ramos,,1946,1948
+++,Francisco J. Grajales,,1948,1952
+++,Efraín Aranda Osorio,,1952,1958
->,Gustavo Armendáriz->Gustavo Armendáriz Ruíz,Q9001494,1982-12-01,1982-12-08
->,Patrocinio González Garrido->José Patrocinio González Blanco Garrido,Q6066916,1988-12-08,1993-01-04
+++,Julio César Ruiz Ferro,,1995-01-14,1998-01-07
->,Pablo Salazar Mendiguchía->Pablo Abner Salazar Mendiguchía,Q1961491,2000-12-08,2006-12-07
->,Manuel Velasco Coello,Q5994523,2012-12-08,2018-08-29->2018-12-07
->,Willy Ochoa->Willy Ochoa Gallegos,Q16217519,2018-08-29,2018-09-04
->,Rutilio Cruz Escandón->Rutilio Escandón Cadenas,Q6114542,2018-12-08,
