item,itemLabel,startDate,endDate,sourceDate,psid
Q6006701,Matías Ramos,1952-12-01,1958-11-30,,Q6006701-3f1ddf8a-4c35-a40a-5b89-5f45c2de13df
Q2086596,Agustín Olachea,1958-12-01,1964-11-30,,Q2086596-c8e7479e-4d36-0430-0df9-c9b7f09bc24b
Q2244651,Marcelino García Barragán,1964-12-01,1970-11-30,,Q2244651-68024b65-4c12-f5ff-486e-36dca75ae448
Q5895821,Hermenegildo Cuenca Díaz,1970-12-01,1976-11-30,,Q5895821-7b24abfd-4827-383e-5a38-f7562f65908a
Q5872260,Félix Galván López,1976-12-01,1982-11-30,,Q5872260-d1aa80d0-484f-01a8-0c4f-21f3178a2841
Q28816032,Juan Arévalo Gardoqui,1982-12-01,1988-11-30,,Q28816032-7dd46972-4f37-fda9-b8b3-aeda7a8f59ff
Q5699534,Antonio Riviello Bazán,1988-12-01,1994-11-30,,Q5699534-50288e5a-4a9e-4367-0917-218d947f4451
Q2889217,Enrique Cervantes Aguirre,1994-12-01,2000-11-30,,Q2889217-e70e40ca-408c-a01a-5cbd-ba28e5d97db4
Q2380760,Gerardo Clemente Ricardo Vega García,2000-12-01,2006-11-30,,Q2380760-d9601d7e-4b9a-99c9-6380-b32af6bdad0e
Q2646393,Guillermo Galván Galván,2006-12-01,2012-11-30,,Q2646393-5a451905-45a9-2507-78f1-2e0bb12c35d7
Q6117660,Salvador Cienfuegos,2012-12-01,2018-11-30,,Q6117660-bdd193cb-402f-622f-1990-1b3f126afcdd
Q59868274,Luis Cresencio Sandoval,2018-12-01,,,Q59868274-cc0c7428-49a0-72b0-7d2c-4df05c277990
