item,itemLabel,position,positionLabel,start,psid
Q107311725,Roberto Salcedo Aquino,Q110005356,Secretary for Public Service,2021-06-21,Q107311725-142764F1-AE1C-43E2-9502-E78158C173A0
Q1396586,Marcelo Ebrard,Q7444306,Secretary of Foreign Affairs,2018-12-01,Q1396586-74E9414B-9B1E-401F-92F7-05DDD7FD3DD5
Q15156389,Luisa María Alcalde Luján,Q110005377,Secretary for Labour and Social Affairs,2018-12-01,Q15156389-93CCD7D3-3B19-4C4D-9C99-E089A2D7B17F
Q19521973,Miguel Torruco Marqués,Q28973023,Secretary of Tourism,2018-12-05,Q19521973-0147b58c-4820-8b53-9099-5f94f227b3f7
Q20895229,Rocío Nahle García,Q28973041,Secretary of Energy,2018-12-01,Q20895229-AB0BCF40-6667-4C38-9BC1-EBFC78F6870C
Q28777890,Delfina Gómez Álvarez,Q105531113,Secretary of Education,2021-02-15,Q28777890-c65ca767-4dc5-7972-f0a7-898150c80ce9
Q318508,Andrés Manuel López Obrador,Q628004,President of Mexico,2018-12-01,Q318508-511dc370-49df-415f-858c-a5c7915c3332
Q55386772,Alejandra Frausto Guerrero,Q99523793,Secretary of Culture,2018-12-01,Q55386772-1010f164-4d5d-ebc5-9af1-f95044f7a155
Q55386774,Jorge Alcocer Varela,Q99677656,Secretary of Health,2018-12-01,Q55386774-96d90eda-4aa6-e9c7-f79d-35878183f2a0
Q5658653,Adán Augusto López Hernández,Q65640440,Secretary of Government,2021-08-26,Q5658653-C2468A62-354C-4B6E-87C2-7F51CEE10D79
Q56781314,María Luisa Albores González,Q110005367,Secretary for the Environment and Natural Resources,2020-09-02,Q56781314-1C6E6E6C-778F-4FAB-9B84-027DD545286F
Q58336815,José Rafael Ojeda Durán,Q99744185,Secretary of Navy,2018-12-01,Q58336815-c3c0bd16-464d-c5af-c993-f4d8bbb835f3
Q58338863,Román Meyer Falcón,Q110005328,Secretary for Urban Development,2018-12-01,Q58338863-7E35D910-708D-4017-8FD0-626D7C3230B4
Q58461400,Victor Manuel Villalobos Arámbula,Q57077943,Secretary of Agriculture,2018-12-01,Q58461400-1DAA8BFE-B836-4911-8066-04E89DCB5D95
Q59868274,Luis Cresencio Sandoval,Q65768002,Secretary of National Defense,2018-12-01,Q59868274-cc0c7428-49a0-72b0-7d2c-4df05c277990
Q6139216,Tatiana Clouthier Carrillo,Q103990866,Secretary of Economy,2020-12-07,Q6139216-f2e2a286-4e92-1424-0640-08b2486eaebd
Q63857028,Ariadna Montiel Reyes,Q52413052,Secretary of Welfare,2022-01-11,Q63857028-31E5B8BA-3A60-4775-B9A0-7AEAA9B1B89E
Q64438288,Rosa Icela Rodríguez,Q110005292,Secretary of Security and Citizen Protection,2020-10-30,Q64438288-307F9935-6BFA-4EBA-83E6-CA4E177DBC5F
Q7357736,Rogelio Ramírez de la O,Q52412845,Secretary of Finance and Public Credit,2021-07-16,Q7357736-0E7AE297-1938-4286-B3B4-DB698A1722CA
Q97623098,Jorge Arganis Díaz Leal,Q110005388,Secretary for Communication and Transport,2020-07-23,Q97623098-DF86DE17-36CA-477B-8E1B-59F4061F4EE8
