@@,itemlabel,item,startdate,enddate
+++,Aarón Quiroz Jiménez,,2003-09-01,2006-08-31
+++,Abelardo Perales Meléndez,,2003-09-01,2006-08-31
+++,Abenamar de la Fuente Lazo,,2003-09-01,2006-08-31
+++,Abraham Bagdadi Estrella,,2003-09-01,2006-08-31
+++,Abraham González Negrete,,2003-09-01,2006-08-31
+++,Adalberto Balderrama,,2003-09-01,2006-08-31
->,Addy Joaquín Coldwell,Q971902,1997-09-01->2003-09-01,2000-08-31->2006-08-31
+++,Adolfo González Zamora,,2003-09-01,2006-08-31
+++,Adoración Martínez Torres,,2003-09-01,2006-08-31
+++,Agapito Hernández Oaxaca,,2003-09-01,2006-08-31
+++,Agustín Santiago Albores,,2003-09-01,2006-08-31
+++,Alberto Cifuentes Negrete,,2003-09-01,2006-08-31
+++,Alberto Curi Naime,,2003-09-01,2006-08-31
+++,Alberto González Domene,,2003-09-01,2006-08-31
->,Alberto López Rosas,Q5663244,1997-09-01->2003-09-01,2000-08-31->2006-08-31
+++,Alberto Martínez Miranda,,2003-09-01,2006-08-31
---,Alejandra Barrales,Q5664644,2000,2003
+++,Alejandro Alarcón Estrada,,2003-09-01,2006-08-31
->,Alejandro González Yáñez,Q5665076,1997-09-01->2003-09-01,2000-08-31->2006-08-31
->,Alejandro Oaxaca Carreón,Q5646294,1997-09-01->2003-09-01,2000-08-31->2006-08-31
+++,Alejandro Ordorica Saavedra,,2003-09-01,2006-08-31
+++,Alfonso Carrillo Zavala,,2003-09-01,2006-08-31
+++,Alfonso Gómez Sandoval,,2003-09-01,2006-08-31
->,Alfonso Ramírez Cuéllar,Q5667123,1997-09-01->2003-09-01,2000-08-31->2006-08-31
+++,Alfonso Sandoval Camuñas,,2003-09-01,2006-08-31
+++,Alfredo Lomelí Rivas,,2003-09-01,2006-08-31
->,Alfredo Phillips Olmedo,Q20664317,1997-09-01->2003-09-01,2000-08-31->2006-08-31
->,Alfredo Villegas Arreola,Q5668088,1997-09-01->2003-09-01,2000-08-31->2006-08-31
+++,Alma Angelina Vucovich Seele,,2003-09-01,2006-08-31
->,Amira Gómez Tueme,Q5672701,1997-09-01->2003-09-01,2000-08-31->2006-08-31
+++,América Soto López,,2003-09-01,2006-08-31
+++,Américo Alejandro Ramírez Rodríguez,,2003-09-01,2006-08-31
+++,Ana Lila Ceballos Trujeque,,2003-09-01,2006-08-31
+++,Anastasio Solís Lezo,,2003-09-01,2006-08-31
->,Angélica De la Peña Gómez->Angélica de la Peña Gómez,Q16186420,1997-09-01->2003-09-01,2000-08-31->2006-08-31
+++,Antonino Galaviz Olais,,2003-09-01,2006-08-31
+++,Antonio Cabello Sánchez,,2003-09-01,2006-08-31
+++,Antonio Esper Bujaidar,,2003-09-01,2006-08-31
+++,Antonio Lagunas Ángel,,2003-09-01,2006-08-31
->,Antonio Manríquez Guluarte,Q5698907,1997-09-01->2003-09-01,2000-08-31->2006-08-31
+++,Antonio Palomino Rivera,,2003-09-01,2006-08-31
