@@,itemlabel,item,startdate,enddate
---,María de los Ángeles Moreno,Q9030231,1992-11-01,1992-11-30
+++,Francisco José Paoli Bolio,Q5866415,1999-10-05,2000-08-31
+++,Ricardo García Cervantes,Q6108195,2000-09-01,2001-08-31
+++,Beatriz Paredes Rangel,Q448642,2001-09-01,2002-08-31
+++,Beatriz Paredes Rangel,Q448642,2002-09-01,2002-12-15
+++,Eric Villanueva,Q5835672,2002-12-15,2003-03-15
+++,Armando Salinas Torre,Q5704624,2003-03-15,2003-08-31
+++,Juan de Dios Castro Lozano,Q3187822,2003-09-01,2004-08-31
+++,Heliodoro Díaz Escárraga,Q5893803,2005-09-01,2006-02-01
+++,Marcela González Salas,Q5995510,2006-02-01,2006-05-16
+++,Álvaro Elías Loredo,Q6172780,2006-05-16,2006-08-31
+++,Jorge Zermeño Infante,Q5936292,2006-09-01,2007-06-27
+++,María Elena Álvarez Bernal,Q5488662,2007-06-27,2007-08-31
+++,Ruth Zavaleta,Q2342482,2007-09-01,2008-08-31
+++,César Duarte Jaquez,Q959151,2008-09-01,2009-08-31
+++,Francisco Javier Ramírez Acuña,Q982971,2009-09-01,2010-09-04
+++,Jorge Carlos Ramírez Marín,Q5934708,2010-09-05,2011-08-31
+++,Emilio Chuayffet,Q2804771,2011-09-01,2011-12-15
+++,Guadalupe Acosta Naranjo,Q2086915,2011-12-15,2012-05-01
+++,Óscar Martín Arce Paniagua,Q6174861,2012-05-01,2012-08-31
+++,Jesus Murillo Karam,Q7733036,2012-09-01,2012-12-11
+++,Francisco Arroyo Vieyra,Q5865160,2012-12-11,2013-08-31
+++,Ricardo Anaya,Q2894271,2013-09-01,2014-03-06
+++,Silvano Aureoles Conejo,Q7515707,2014-09-01,2015-02-26
+++,Tomás Torres Mercado,Q7820523,2015-02-26,2015-03-18
+++,Julio César Moreno Rivera,Q16190863,2015-03-18,2015-08-31
+++,Jesus Zambrano Grijalva,Q5930786,2015-09-01,2016-08-31
+++,Javier Bolaños Aguilar,Q18684875,2016-09-01,2017-03-01
+++,Guadalupe Murguía Gutiérrez,Q29272905,2017-03-01,2017-09-07
+++,Jorge Carlos Ramírez Marín,Q5934708,2017-09-07,2018-02-01
+++,Edgar Romo García,Q47542336,2018-02-01,2018-08-31
+++,Porfirio Muñoz Ledo,Q1956741,2018-09-01,2019-09-05
+++,Laura Rojas Hernández,Q16215516,2019-09-05,2020-09-02
+++,Dulce María Sauri Riancho,Q286996,2020-09-02,2021-08-31
