item,itemLabel,startDate,endDate
Q5866415,Francisco José Paoli Bolio,1999-10-05,2000-08-31
Q6108195,Ricardo García Cervantes,2000-09-01,2001-08-31
Q448642,Beatriz Paredes Rangel,2001-09-01,2002-08-31
Q448642,Beatriz Paredes Rangel,2002-09-01,2002-12-15
Q5835672,Eric Villanueva,2002-12-15,2003-03-15
Q5704624,Armando Salinas Torre,2003-03-15,2003-08-31
Q3187822,Juan de Dios Castro Lozano,2003-09-01,2004-08-31
Q2355497,Manlio Fabio Beltrones,2004-09-01,2005-08-31
Q5893803,Heliodoro Díaz Escárraga,2005-09-01,2006-02-01
Q5995510,Marcela González Salas,2006-02-01,2006-05-16
Q6172780,Álvaro Elías Loredo,2006-05-16,2006-08-31
Q5936292,Jorge Zermeño Infante,2006-09-01,2007-06-27
Q5488662,María Elena Álvarez Bernal,2007-06-27,2007-08-31
Q2342482,Ruth Zavaleta,2007-09-01,2008-08-31
Q959151,César Duarte Jaquez,2008-09-01,2009-08-31
Q982971,Francisco Javier Ramírez Acuña,2009-09-01,2010-09-04
Q5934708,Jorge Carlos Ramírez Marín,2010-09-05,2011-08-31
Q2804771,Emilio Chuayffet,2011-09-01,2011-12-15
Q2086915,Guadalupe Acosta Naranjo,2011-12-15,2012-05-01
Q6174861,Óscar Martín Arce Paniagua,2012-05-01,2012-08-31
Q7733036,Jesus Murillo Karam,2012-09-01,2012-12-11
Q5865160,Francisco Arroyo Vieyra,2012-12-11,2013-08-31
Q2894271,Ricardo Anaya,2013-09-01,2014-03-06
Q5940123,José González Morfín,2014-03-06,2014-08-31
Q7515707,Silvano Aureoles Conejo,2014-09-01,2015-02-26
Q7820523,Tomás Torres Mercado,2015-02-26,2015-03-18
Q16190863,Julio César Moreno Rivera,2015-03-18,2015-08-31
Q5930786,Jesus Zambrano Grijalva,2015-09-01,2016-08-31
Q18684875,Javier Bolaños Aguilar,2016-09-01,2017-03-01
Q29272905,Guadalupe Murguía Gutiérrez,2017-03-01,2017-09-07
Q5934708,Jorge Carlos Ramírez Marín,2017-09-07,2018-02-01
Q47542336,Edgar Romo García,2018-02-01,2018-08-31
Q1956741,Porfirio Muñoz Ledo,2018-09-01,2019-09-05
Q16215516,Laura Rojas Hernández,2019-09-05,2020-09-02
Q286996,Dulce María Sauri Riancho,2020-09-02,2021-08-31
Q85268444,Sergio Gutiérrez Luna,2021-09-01,
