item,name,startDate,endDate,psid
Q111522058,Rafael Tinajero Pérez,2003-09-01,2006-08-30,Q111522058-79899448-D8AC-491B-94F7-84EC4A69039E
Q111522059,Raúl Paredes Vega,2003-09-01,2006-08-30,Q111522059-FF7A8DF5-8F2D-4E8F-83A2-77A47ED19930
Q111522060,René Ruiz Quiroz,2003-09-01,2006-08-30,Q111522060-23A1FAB2-CD5B-442D-A2CE-E3726B28EEEA
Q111522062,Reynaldo Valdez Manzo,2003-09-01,2006-08-30,Q111522062-14FCB9E3-28B1-4FFD-955F-4B5B853C6580
Q111522063,Rodrigo Sánchez de la Peña,2003-09-01,2006-08-30,Q111522063-7BAD7C54-BA84-42CD-A124-3CE88336BCA6
Q111522064,Rogelio Chavarría Salas,2003-09-01,2006-08-30,Q111522064-B8FECB1E-9851-477F-A103-E98779942DED
Q111522065,Roger David Alcocer García,2003-09-01,2006-08-30,Q111522065-AFE452A2-A2E9-4C95-AC1B-57E3535D2C46
Q111522066,Rosa Hilda Valenzuela,2003-09-01,2006-08-30,Q111522066-8682009A-A03F-4483-BB6A-098684A51E89
Q111522067,Rubén Figueroa Smutny,2003-09-01,2006-08-30,Q111522067-002D1FDD-032A-4F54-AE8D-64C4D6E988DD
Q111522069,Rubén Torres Zavala,2003-09-01,2006-08-30,Q111522069-F8A1D3A7-17C4-4472-8B0B-3990A719AFA7
Q111522070,Ruth Trinidad Hernández Martínez,2003-09-01,2006-08-30,Q111522070-35584E29-0912-4AE9-A0F9-11308845E342
Q111522071,Rómulo Cárdenas Vélez,2003-09-01,2006-08-30,Q111522071-D6CEEF0D-B7BB-4BB6-8359-25C3FEBFD0BE
Q111522072,Sheyla Fabiola Aragón Cortés,2003-09-01,2006-08-30,Q111522072-E7F4D341-47F1-41D9-A13E-1A5E5E0037A5
Q111522073,Susana Manzanares Córdova,2003-09-01,2006-08-30,Q111522073-A315F4CA-1D4A-40C8-A8A8-657319FF4DBD
Q111522074,Tomás Trueba Gracian,2003-09-01,2006-08-30,Q111522074-6009836D-C84E-4A64-9CB7-3A640D044348
Q111522075,Ubaldo Aguilar Torres,2003-09-01,2006-08-30,Q111522075-82F0776E-889B-4942-8FEB-B6D4549A31B8
Q111522076,Víctor González Huerta,2003-09-01,2006-08-30,Q111522076-723A07D4-42A3-4CA6-9296-013AB22D0F08
Q111522077,Víctor Manuel Sánchez Hernández,2003-09-01,2006-08-30,Q111522077-15C05337-8C93-40F6-B540-F82E681B3058
Q111522078,Yvett Salazar Torres,2003-09-01,2006-08-30,Q111522078-B82F5681-54D7-4246-A375-7E5A8803FD30
Q111522079,Álvaro Burgoa,2003-09-01,2006-08-30,Q111522079-D6AF2177-811A-48C2-B3AF-26CA1B9ECC03
Q111522081,Ángel Augusto Buendía Tirado,2003-09-01,2006-08-30,Q111522081-C58E546A-AE84-499C-BEA5-886C65E55F0F
Q111522082,Ángel Canul Pacab,2003-09-01,2006-08-30,Q111522082-8AB81DEF-C3A8-4219-B8B3-85D029583ADA
Q111522083,Óscar Jiménez Reyón,2003-09-01,2006-08-30,Q111522083-6C4D2883-10BC-4AC3-866E-94D66FB60A9C
Q111522084,Óscar Ramos Salinas,2003-09-01,2006-08-30,Q111522084-810567E0-8E6B-4A89-8F6F-F35CD99F6F89
Q11682760,Héctor Miguel Bautista López,2003-09-01,2006-08-30,Q11682760-C1A3A12F-1AEC-4E81-9DAA-04498D6BF0E4
Q1519947,Antonio Francisco Astiazarán Gutiérrez,2003-09-01,2006-08-30,Q1519947-D17726F3-35E0-4731-97E9-630249153AA6
Q15279158,Margarita Saldaña Hernández,2003-09-01,2006-08-30,Q15279158-E2F49718-1270-4C60-9ECB-BFD5518A1FFB
Q15379157,Elizabeth Yáñez Robles,2003-09-01,2006-08-30,Q15379157-028F149E-51EC-4F68-A6BE-CFF1F67E4B94
Q15620664,Miguel Ángel García Domínguez,2003-09-01,2006-08-30,Q15620664-BFB196A6-CCFB-4C33-AADF-9C4DE11ED16F
Q16151944,Sonia Rincón Chanona,2003-09-01,2006-08-30,Q16151944-79E4C9FC-55A4-4334-B876-19EB63D2CD21
Q16186420,Angélica de la Peña Gómez,2003-09-01,2006-08-30,Q16186420-783CCC2B-BC27-4B2B-9D6F-4333DF61ADF6
Q16187092,Francisco Grajales Palacios,2003-09-01,2006-08-30,Q16187092-1FFC442C-59BA-4B2A-913A-B941B6625A73
Q16187288,Jesús Tolentino Román Bojórquez,2003-09-01,2006-08-30,Q16187288-0B7F62E1-76BD-417C-8C2D-B2F7E598CC8C
Q16188900,Lisandro Campos Córdova,2003-09-01,2006-08-30,Q16188900-BCF0068C-4B74-4793-99DC-C2533CEDD0B5
Q16191148,Lizbeth Eugenia Rosas Montero,2003-09-01,2006-08-30,Q16191148-A2F0395C-BA06-46A7-9EA8-56ED22B3962D
Q16194075,Diva Gastélum Bajo,2003-09-01,2006-08-30,Q16194075-067EFB1C-C89F-4EA2-9DD9-E7CD39398277
Q16194554,Blanca Estela Gómez Carmona,2003-09-01,2006-08-30,Q16194554-3D58C64D-7CE9-4D3F-B82F-791A0F844D36
Q16195264,Eviel Pérez Magaña,2003-09-01,2006-08-30,Q16195264-A734200E-AD60-4EBB-946D-D717DC357348
Q16196954,Luis Antonio González Roldán,2003-09-01,2006-08-30,Q16196954-AE74BD1C-1471-4B68-86B1-A0C1B5011A54
Q16213930,Claudia Delgadillo González,2003-09-01,2006-08-30,Q16213930-9924C43B-92F9-4D13-95A3-67C8F2744CCA
Q16221662,Regina Vázquez Saut,2003-09-01,2006-08-30,Q16221662-0A662133-3876-4B11-8D3A-3CDE89CE043E
Q16298672,Sami David David,2003-09-01,2006-08-30,Q16298672-BBE1007C-13A1-4ABA-A55C-E837BE8F85FC
Q16300712,Héctor Gutiérrez De la Garza,2003-09-01,2006-08-30,Q16300712-C303F77F-4032-41B2-8E7C-20A2A0C2E8B8
Q16301615,Esthela Ponce Beltrán,2003-09-01,2006-08-30,Q16301615-B062B896-AD45-4BCC-A3A1-51D67F1A4623
Q16320228,Raúl Mejía González,2003-09-01,2006-08-30,Q16320228-B9CCD478-F68E-46AB-8329-9074673ED2A0
Q16614791,Pablo Bedolla López,2003-09-01,2006-08-30,Q16614791-C8DA39EA-4BB6-4B46-816A-F2E70E851BC1
Q16729521,Dolores del Carmen Gutiérrez Zurita,2003-09-01,2006-08-30,Q16729521-84DF7761-EF47-4CFE-9798-8B564516629D
Q16736652,José Manuel Abdalá,2003-09-01,2006-08-30,Q16736652-58A8DF8F-3655-48F0-963F-756EDAA68DCA
Q16736654,Jesús Aguilar Bueno,2003-09-01,2006-08-30,Q16736654-9DF21F31-1900-4326-9AEB-A9C46FB76CA2
Q16736656,Roberto Aguilar Hernández,2003-09-01,2006-08-30,Q16736656-72AED6D8-448F-47AF-8EDE-EB6AA5069490
Q16736658,María de Jesús Aguirre Maldonado,2003-09-01,2006-08-30,Q16736658-B0822741-3502-4090-9561-335A9C90E1E4
Q16736663,Ernesto Alarcón Trujillo,2003-09-01,2006-08-30,Q16736663-D9535030-AFC8-47B8-A5C7-ECCC9FFE6849
Q16736665,Víctor Manuel Alcérreca,2003-09-01,2006-08-30,Q16736665-192B889C-DB70-428E-AAB6-D4BEE59224C3
Q16736667,Gonzalo Alemán Migliolo,2003-09-01,2006-08-30,Q16736667-A7B85082-E917-4F84-B0CF-D7D9CF96DA0B
Q16736672,Marcos Álvarez Pérez,2003-09-01,2006-08-30,Q16736672-AD4D431C-5683-40EC-982A-520606B3E898
Q16736673,Miguel Amezcua Alejo,2003-09-01,2006-08-30,Q16736673-B7F61427-44FF-4D4D-90D1-95DAF3400EA2
Q16736675,Pablo Anaya Rivera,2003-09-01,2006-08-30,Q16736675-3EB841C7-0D24-4A3E-807C-9DEB06EF0DC7
Q16736676,Julián Angulo Góngora,2003-09-01,2006-08-30,Q16736676-383A7FFD-8EDB-41A9-987D-1CCB663A2EE2
Q16736679,Guillermo Aréchiga Santamaría,2003-09-01,2006-08-30,Q16736679-8BE8C18A-16A7-43E6-9E50-8626029E2ECA
Q16736681,Lázaro Arias Martínez,2003-09-01,2006-08-30,Q16736681-4FD82114-6591-4705-93DC-097F7CCE47EA
Q16736682,Gaspar Ávila Rodríguez,2003-09-01,2006-08-30,Q16736682-0EF8BC91-EFC8-4CC7-A564-2337C48D4C24
Q16736683,María Ávila Serna,2003-09-01,2006-08-30,Q16736683-FE6EC28B-4967-4F95-A7CC-23245EEF4A4A
Q16738913,Emilio Badillo Ramírez,2003-09-01,2006-08-30,Q16738913-A0872640-9512-495E-BD26-8AE279A04649
Q16738914,Virginia Baeza Estrella,2003-09-01,2006-08-30,Q16738914-ED5538B2-A518-4F0D-AF91-07D758D1B96D
Q16738916,Federico Barbosa Gutiérrez,2003-09-01,2006-08-30,Q16738916-BE89C26C-DC5A-4E74-9A0F-E7665F69189A
Q16738919,Alfredo Bejos Nicolás,2003-09-01,2006-08-30,Q16738919-AD61E269-7462-453B-8ADF-36C371D9018B
Q16738923,Erandi Bermúdez Méndez,2003-09-01,2006-08-30,Q16738923-6179BE6D-313B-47F7-ABB9-0567216DF666
Q16738926,Óscar Bitar Haddad,2003-09-01,2006-08-30,Q16738926-A528154B-9CFB-49F3-8757-23BD3B33ACC1
Q16738930,José Luis Briones,2003-09-01,2006-08-30,Q16738930-DC026017-D334-45B2-BA36-9A69CDE1FFFD
Q16738933,Juan Bustillos Montalvo,2003-09-01,2006-08-30,Q16738933-B92A9688-BF76-4B8E-9D73-D58F595A5272
Q16745203,Rafael Candelas Salinas,2003-09-01,2006-08-30,Q16745203-16F1123A-3F13-4E9B-A6C1-415B3E55E7F6
Q16745206,Francisco Javier Carrillo,2003-09-01,2006-08-30,Q16745206-618A78D0-BADD-4F99-AE6B-4B8B3C5880B4
Q16745210,Humberto Cervantes Vega,2003-09-01,2006-08-30,Q16745210-BBE26125-4CE2-44C6-8129-39418EAC0C2A
Q16745216,Francisco Chavarría,2003-09-01,2006-08-30,Q16745216-7F803FAB-0291-4F9B-9CF1-5CCE3A656F0B
Q16745219,Benito Chávez Montenegro,2003-09-01,2006-08-30,Q16745219-307501E2-A7A8-4DF1-A81E-E42849577340
Q16745228,Florencio Collazo Gómez,2003-09-01,2006-08-30,Q16745228-D35D6631-0893-40FD-95A5-C1EBA74B9172
Q16745230,Hidalgo Contreras Covarrubias,2003-09-01,2006-08-30,Q16745230-837C5049-73F4-4CED-A6AD-722CCBEEA8BA
Q16745316,José Guzmán Santos,2003-09-01,2006-08-30,Q16745316-CB03259D-5C30-43DA-A0FA-3E2CCFA020EB
Q16751336,Gonzalo Ruiz Cerón,2003-09-01,2006-08-30,Q16751336-D10E000A-7F1B-483F-A25D-C7272B415692
Q16751373,Julio César Córdova,2003-09-01,2006-08-30,Q16751373-9017FF34-E140-410F-A966-185C6051373E
Q16828072,José Evaristo Corrales,2003-09-01,2006-08-30,Q16828072-D8249307-E99D-4CC9-AB5C-E2EF8FAD7D87
Q16842024,Santiago Cortés Sandoval,2003-09-01,2006-08-30,Q16842024-5F967A38-75F6-4A5C-BAF9-BCF5991330CA
Q16873022,Blanca Eppen Canales,2003-09-01,2006-08-30,Q16873022-099751F4-630A-4EA3-B295-AF4A73C8FF7A
Q16873023,Fernando Espino Arévalo,2003-09-01,2006-08-30,Q16873023-E851F0FB-6034-40BE-94E9-9CF9886717AB
Q16897854,Juan Manuel Dávalos,2003-09-01,2006-08-30,Q16897854-BF02475B-0991-4CA2-A3BC-A0388E8EDD89
Q16901140,Jaime del Conde Ugarte,2003-09-01,2006-08-30,Q16901140-07178BAA-DA47-43EC-87A2-FE7E2664C6BC
Q16901298,Gustavo Adolfo de Unanue,2003-09-01,2006-08-30,Q16901298-58C85A0C-4652-40FE-BF35-BF3481A8B5E0
Q16908879,María Angélica Díaz,2003-09-01,2006-08-30,Q16908879-7740424C-77E4-4F8D-88E4-1DFE411F5E1A
Q16908881,Francisco Diego Aguilar,2003-09-01,2006-08-30,Q16908881-FBA6B7FC-D5DA-44E1-A362-DF7C07D56BB9
Q16908902,Guillermo del Valle Reyes,2003-09-01,2006-08-30,Q16908902-BCAF5FF3-A07C-457B-B1DC-1262ED4349CF
Q16910068,Florentino Domínguez Ordóñez,2003-09-01,2006-08-30,Q16910068-F1E3E588-829E-46D1-8448-0341867276F0
Q16910073,Patricia Durán Reveles,2003-09-01,2006-08-30,Q16910073-2EBB5B97-6CC2-4D14-9172-0D13C162A947
Q16910074,Abel Echeverría Pineda,2003-09-01,2006-08-30,Q16910074-F1150D83-095D-4690-A4ED-2EEE22168D29
Q16910077,Enrique Escalante Arceo,2003-09-01,2006-08-30,Q16910077-715EAD62-7F24-4073-B7E2-5B2474153198
Q16910078,Rodolfo Esquivel Landa,2003-09-01,2006-08-30,Q16910078-13182919-24D3-4CF9-987F-86E4E083026D
Q16910081,Óscar Félix Ochoa,2003-09-01,2006-08-30,Q16910081-098528FB-333F-4B53-982D-74821EC9591D
Q16910082,Fernando Fernández García,2003-09-01,2006-08-30,Q16910082-06DA626A-00A2-478F-B28F-3EEE35D4BEF1
Q16910083,Jaime Fernández Saracho,2003-09-01,2006-08-30,Q16910083-D196B9DD-8ACF-4660-9502-5E1150BD0664
Q16910084,David Ferreyra Martínez,2003-09-01,2006-08-30,Q16910084-258B9DD3-5037-4D28-8D3A-DD2A8F9BB5E9
Q16910085,Margarito Fierros Tano,2003-09-01,2006-08-30,Q16910085-6DCB7630-6C23-46B1-8604-964DBC913AC2
Q16910086,Irma Figueroa Romero,2003-09-01,2006-08-30,Q16910086-78A92D35-AAE0-435A-B686-5FDDD6306FCC
Q16910090,José Luis Flores Hernández,2003-09-01,2006-08-30,Q16910090-DD304BB9-CB21-4BE1-9E97-CF499CCA0FC0
Q16910092,Rafael Flores Mendoza,2003-09-01,2006-08-30,Q16910092-68F44A2B-4CBB-4337-8F11-F71ECCF03975
Q16910093,Rogelio Flores Mejía,2003-09-01,2006-08-30,Q16910093-BC90EC38-63C6-4F51-988A-82F5D77E051A
Q16910094,Pablo Franco Hernández,2003,2006,Q16910094-35489D5C-6DA6-45EA-A489-5177F3BFB9C0
Q16910095,Francisco Frías Castro,2003-09-01,2006-08-30,Q16910095-14B785FC-C777-4256-8B1D-E718D546B350
Q16911044,Marco Antonio Gama Basarte,2003-09-01,2006-08-30,Q16911044-3BB6FD67-1195-4180-B837-AE236CE77F98
Q16914040,Fernando García Cuevas,2003-09-01,2006-08-30,Q16914040-0DF4EB84-9A8C-4F52-B0DF-D4E783AFC8D6
Q16914041,Manuel García Corpus,2003-09-01,2006-08-30,Q16914041-140DA830-C3F0-4316-8178-082E9ACE6565
Q16914047,Alfredo Gómez Sánchez,2003-09-01,2006-08-30,Q16914047-F428C054-9B73-4C2E-887C-140FE377D698
Q16914048,Alfonso González Ruiz,2003-09-01,2006-08-30,Q16914048-1B02B886-5192-4AC8-965D-A53E4F2853DD
Q16914050,Magdalena González Furlong,2003-09-01,2006-08-30,Q16914050-45743F6C-C669-47FD-A2E2-2D64789CE42A
