@@,itemlabel,item,startdate,enddate
+++,Erick Agustín Silva Santos,,2003-09-01,2006-08-31
+++,Ernesto Alarcón Trujillo,,2003-09-01,2006-08-31
+++,Ernesto Herrera Tovar,,2003-09-01,2006-08-31
+++,Esteban Valenzuela García,,2003-09-01,2006-08-31
->,Esthela de Jesús Ponce Beltrán->Esthela Ponce Beltrán,Q16301615,2003-09-01,2006-08-30->2006-08-31
+++,Esther Ortiz Domínguez,,2003-09-01,2006-08-31
+++,Eugenio Mier y Concha,,2003-09-01,2006-08-31
+++,Evangelina Pérez Zaragoza,,2003-09-01,2006-08-31
+++,Evelia Sandoval Urbán,,2003-09-01,2006-08-31
->,Eviel Pérez Magaña,Q16195264,2003-09-01,2006-08-30->2006-08-31
->,Federico Barbosa Gutiérrez,Q16738916,2003-09-01,2006-08-30->2006-08-31
->,Federico Döring Casar->Federico Döring,Q5440988,2003-09-01,2006-08-30->2006-08-31
+++,Felipe de Jesús Díaz González,,2003-09-01,2006-08-31
->,Fermín Trujillo Fuentes,Q5859029,2003-09-01,2006-08-30->2006-08-31
+++,Fernando Adame de León,,2003-09-01,2006-08-31
+++,Fernando Espino Arévalo,,2003-09-01,2006-08-31
+++,Fernando Fernández García,,2003-09-01,2006-08-31
+++,Fernando García Cuevas,,2003-09-01,2006-08-31
+++,Fernando Guzmán Pérez Peláez,,2003-09-01,2006-08-31
->,Fernando Álvarez Monje,Q5860552,2003-09-01,2006-08-30->2006-08-31
->,Fidel René Meza Cabrera,Q5861585,2003-09-01,2006-08-30->2006-08-31
+++,Filemón Arcos Suárez Peredo,,2003-09-01,2006-08-31
+++,Florencio Collazo Gómez,,2003-09-01,2006-08-31
->,Florentino Domínguez Ordoñez->Florentino Domínguez Ordóñez,Q16910068,2003-09-01,2006-08-30->2006-08-31
->,Francisco Amadeo Espinosa Ramos,Q5865062,2003-09-01,2006-08-30->2006-08-31
->,Francisco Barrio Terrazas,Q3081815,2003-09-01,2006-08-30->2006-08-31
+++,Francisco Bravo Carbajal,,2003-09-01,2006-08-31
+++,Francisco Chavarría,,2003-09-01,2006-08-31
+++,Francisco Diego Aguilar,,2003-09-01,2006-08-31
+++,Francisco Filizola Haces,,2003-09-01,2006-08-31
+++,Francisco Frías Castro,,2003-09-01,2006-08-31
+++,Francisco Grajales Palacios,,2003-09-01,2006-08-31
->,Francisco Herrera León,Q5866004,2003-09-01,2006-08-30->2006-08-31
+++,Francisco Javier Carrillo,,2003-09-01,2006-08-31
+++,Francisco Javier Lara Arano,,2003-09-01,2006-08-31
->,Francisco Javier Obregón Espinoza,Q5398848,2003-09-01,2006-08-30->2006-08-31
+++,Francisco Javier Saucedo,,2003-09-01,2006-08-31
+++,Francisco Javier Valdés,,2003-09-01,2006-08-31
+++,Francisco Juan Ávila Camberos,,2003-09-01,2006-08-31
+++,Francisco Landero Gutiérrez,,2003-09-01,2006-08-31
+++,Francisco Lemus,,2003-09-01,2006-08-31
->,Francisco López Mena,Q5866584,2003-09-01,2006-08-30->2006-08-31
+++,Francisco Monárrez,,2003-09-01,2006-08-31
+++,Francisco Mora Ciprés,,2003-09-01,2006-08-31
->,Francisco Rojas Gutiérrez,Q5867309,2003-09-01,2006-08-30->2006-08-31
->,Francisco Rojas Toledo,Q5483890,2003-09-01,2006-08-30->2006-08-31
->,Francisco Suárez Dávila,Q18218053,2003-09-01,2006-08-30->2006-08-31
+++,Francisco Xavier Alvarado Villazón,,2003-09-01,2006-08-31
->,Francisco Xavier Salazar Díez de Sollano,Q5867789,2003-09-01,2006-08-30->2006-08-31
->,Félix González Canto,Q3092460,2003-09-01,2006-08-30->2006-08-31
->,Gabriela Ruiz del Rincón,Q5873772,2003-09-01,2006-08-30->2006-08-31
+++,Gaspar Ávila Rodríguez,,2003-09-01,2006-08-31
+++,Gelacio Montiel Fuentes,,2003-09-01,2006-08-31
+++,Gema Isabel Martínez López,,2003-09-01,2006-08-31
->,Gerardo Montenegro Ibarra,Q5878339,2003-09-01,2006-08-30->2006-08-31
+++,Gerardo Ulloa Pérez,,2003-09-01,2006-08-31
->,Germán Martínez Cázares,Q2579991,2003-09-01,2006-08-30->2006-08-31
+++,Gisela Lara Saldaña,,2003-09-01,2006-08-31
+++,Gonzalo Alemán Migliolo,,2003-09-01,2006-08-31
+++,Gonzalo Guízar Valladares,,2003-09-01,2006-08-31
+++,Gonzalo Moreno Arévalo,,2003-09-01,2006-08-31
+++,Gonzalo Rodríguez Anaya,,2003-09-01,2006-08-31
+++,Gonzalo Ruiz Cerón,,2003-09-01,2006-08-31
->,Graciela Larios Rivas,Q5883982,2003-09-01,2006-08-30->2006-08-31
+++,Guadalupe Mendivil Morales,,2003-09-01,2006-08-31
+++,Guillermo Huiza Carranza,,2003-09-01,2006-08-31
+++,Guillermo Martínez Nolasco,,2003-09-01,2006-08-31
+++,Guillermo Tamborrel Suárez,,2003-09-01,2006-08-31
+++,Guillermo Velasco Rodríguez,,2003-09-01,2006-08-31
+++,Guillermo Zorrilla Fernández,,2003-09-01,2006-08-31
+++,Guillermo del Valle Reyes,,2003-09-01,2006-08-31
+++,Gustavo Adolfo de Unanue,,2003-09-01,2006-08-31
->,Gustavo Madero Muñoz,Q2676934,2003-09-01,2006-08-30->2006-08-31
+++,Gustavo Moreno Ramos,,2003-09-01,2006-08-31
+++,Gustavo Zanatta Gasperín,,2003-09-01,2006-08-31
->,Heliodoro Díaz Escárraga,Q5893803,2003-09-01,2006-08-30->2006-08-31
+++,Heriberto Ortega Ramírez,,2003-09-01,2006-08-31
+++,Hidalgo Contreras Covarrubias,,2003-09-01,2006-08-31
+++,Homero Díaz Rodríguez,,2003-09-01,2006-08-31
+++,Homero Ríos Murrieta,,2003-09-01,2006-08-31
->,Horacio Duarte,Q5553302,2003-09-01,2006-08-30->2006-08-31
+++,Horacio Lujambio Moreno,,2003-09-01,2006-08-31
->,Horacio Martínez Meza,Q5901929,2003-09-01,2006-08-30->2006-08-31
+++,Huberto Aldaz Hernández,,2003-09-01,2006-08-31
+++,Hugo Rodríguez Díaz,,2003-09-01,2006-08-31
+++,Humberto Cervantes Vega,,2003-09-01,2006-08-31
+++,Humberto Martínez de la Cruz,,2003-09-01,2006-08-31
->,Héctor Gutiérrez De la Garza,Q16300712,2003-09-01,2006-08-30->2006-08-31
->,Héctor Miguel Bautista López,Q11682760,2003-09-01,2006-08-30->2006-08-31
->,Héctor Pablo Ramírez Puga,Q5906332,2003-09-01,2006-08-30->2006-08-31
+++,Inelvo Moreno Álvarez,,2003-09-01,2006-08-31
->,Inti Muñoz Santini,Q5919249,2003-09-01,2006-08-30->2006-08-31
+++,Irene Herminia Blanco Becerra,,2003-09-01,2006-08-31
+++,Irene Álvarez Ramos,,2003-09-01,2006-08-31
+++,Irma Figueroa Romero,,2003-09-01,2006-08-31
+++,Irma Moreno Ovalles,,2003-09-01,2006-08-31
+++,Isaías Soriano López,,2003-09-01,2006-08-31
+++,Isidro Camarillo Zavala,,2003-09-01,2006-08-31
+++,Israel Tentory García,,2003-09-01,2006-08-31
->,Ivonne Ortega Pacheco,Q2665337,2003-09-01,2006-08-30->2006-08-31
->,Iván García Solís,Q5923454,2003-09-01,2006-08-30->2006-08-31
+++,Jacobo Sánchez López,,2003-09-01,2006-08-31
+++,Jacqueline Guadalupe Arguelles Guzmán,,2003-09-01,2006-08-31
+++,Jaime Fernández Saracho,,2003-09-01,2006-08-31
+++,Jaime Miguel Moreno Garavilla,,2003-09-01,2006-08-31
+++,Jaime del Conde Ugarte,,2003-09-01,2006-08-31
+++,Janette Ovando Reazola,,2003-09-01,2006-08-31
->,Javier Castelo Parada,Q5410880,2003-09-01,2006-08-30->2006-08-31
+++,Javier Galván Guerrero,,2003-09-01,2006-08-31
->,Javier Manzano Salazar,Q16929705,2003-09-01,2006-08-30->2006-08-31
->,Javier Orozco Gómez,Q5928068,2003-09-01,2006-08-30->2006-08-31
->,Javier Salinas Narváez,Q5846280,2003-09-01,2006-08-30->2006-08-31
+++,Javier Villicaña Jiménez,,2003-09-01,2006-08-31
->,Jazmín Zepeda Burgos,Q5661261,2003-09-01,2006-08-30->2006-08-31
+++,Jesús Aguilar Bueno,,2003-09-01,2006-08-31
+++,Jesús Lomelí Rosas,,2003-09-01,2006-08-31
->,Jesús Martínez Álvarez,Q5930352,2003-09-01,2006-08-30->2006-08-31
->,Jesús María Ramón Valdés,Q5837986,2003-09-01,2006-08-30->2006-08-31
->,Jesús Morales Flores,Q5930460,2003-09-01,2006-08-30->2006-08-31
+++,Jesús Nader Nasrallah,,2003-09-01,2006-08-31
->,Jesús Tolentino Román Bojórquez,Q16187288,2003-09-01,2006-08-30->2006-08-31
+++,Jesús Zúñiga Romero,,2003-09-01,2006-08-31
->,Joel Padilla Peña,Q5932764,2003-09-01,2006-08-30->2006-08-31
+++,Jorge Carlos Obregón,,2003-09-01,2006-08-31
->,Jorge Castillo Cabrera,Q5548118,2003-09-01,2006-08-30->2006-08-31
+++,Jorge Fernando Franco Vargas,,2003-09-01,2006-08-31
->,Jorge Kahwagi->Jorge Kahwagi Macari,Q2437071,2003-09-01,2006-08-30->2006-08-31
->,Jorge Legorreta Ordorica,Q5935417,2003-09-01,2006-08-30->2006-08-31
+++,Jorge Luis Hinojosa Moreno,,2003-09-01,2006-08-31
->,Jorge Luis Preciado Rodríguez,Q5935490,2003-09-01,2006-08-30->2006-08-31
->,Jorge Martínez Ramos,Q5552011,2003-09-01,2006-08-30->2006-08-31
+++,Jorge Ortiz Alvarado,,2003-09-01,2006-08-31
->,Jorge Romero Romero,Q17180879,2003-09-01,2012-08-31->2006-08-31
->,Jorge Triana Tena,Q18210602,2003-09-01,2006-08-30->2006-08-31
+++,Jorge Uscanga Escobar,,2003-09-01,2006-08-31
+++,Jorge Utrilla Robles,,2003-09-01,2006-08-31
->,Josefina Cota Cota,Q5936637,2003-09-01,2006-08-30->2006-08-31
->,José Agustín Ortiz Pinchetti,Q5937371,2003-09-01,2006-08-30->2006-08-31
->,José Alberto Aguilar Iñárritu,Q5937408,2003-09-01,2006-08-30->2006-08-31
+++,José Alfonso Muñoz Muñoz,,2003-09-01,2006-08-31
+++,José Antonio Cabello Gil,,2003-09-01,2006-08-31
->,José Antonio de la Vega Asmitia,Q5938260,2003-09-01,2006-08-30->2006-08-31
+++,José Carmen Arturo Alcántara Rojas,,2003-09-01,2006-08-31
+++,José Eduviges Nava,,2003-09-01,2006-08-31
+++,José Evaristo Corrales,,2003-09-01,2006-08-31
+++,José Felipe Puelles Espina,,2003-09-01,2006-08-31
+++,José García Ortiz,,2003-09-01,2006-08-31
->,José González Morfín,Q5940123,2003-09-01,2006-08-30->2006-08-31
->,José Guadalupe Osuna Millán,Q1047419,2003-09-01,2006-08-30->2006-08-31
->,José Guillermo Aréchiga->Guillermo Aréchiga Santamaría,Q16736679,2003-09-01,2006-08-30->2006-08-31
+++,José Guzmán Santos,,2003-09-01,2006-08-31
->,José Isabel Trejo Reyes,Q5940656,2003-09-01,2006-08-30->2006-08-31
+++,José Javier Osorio Salcido,,2003-09-01,2006-08-31
+++,José Jesús Vázquez González,,2003-09-01,2006-08-31
+++,José Juan Bárcenas González,,2003-09-01,2006-08-31
+++,José Julio González Garza,,2003-09-01,2006-08-31
->,José Julián Sacramento Garza,Q5940895,2003-09-01,2006-08-30->2006-08-31
+++,José Luis Briones,,2003-09-01,2006-08-31
->,José Luis Cabrera,Q5941161,2003-09-01,2006-08-30->2006-08-31
+++,José Luis Flores Hernández,,2003-09-01,2006-08-31
+++,José Luis Mazoy Kuri,,2003-09-01,2006-08-31
+++,José Luis Medina Lizalda,,2003-09-01,2006-08-31
+++,José Luis Naranjo y Quintana,,2003-09-01,2006-08-31
+++,José Luis Tapia Palacios,,2003-09-01,2006-08-31
->,José Luis Treviño,Q56377259,2003-09-01,2006-08-30->2006-08-31
+++,José López Medina,,2003-09-01,2006-08-31
+++,José Manuel Abdalá,,2003-09-01,2006-08-31
+++,José Mario Wong Pérez,,2003-09-01,2006-08-31
+++,José María de la Vega Larraga,,2003-09-01,2006-08-31
+++,José Orlando Pérez Moguel,,2003-09-01,2006-08-31
->,José Rangel Espinosa->José Rangel Espinoza,Q5945029,2003-09-01,2006-08-30->2006-08-31
->,José Reyes Baeza Terrazas,Q1819266,2003-09-01,2006-08-30->2006-08-31
+++,José Sigona Torres,,2003-09-01,2006-08-31
->,José Ángel Córdova Villalobos,Q1825665,2003-09-01,2006-08-30->2006-08-31
+++,José Ángel Ibáñez Montes,,2003-09-01,2006-08-31
+++,Juan Antonio Gordillo,,2003-09-01,2006-08-31
->,Juan Antonio Guajardo Anzaldúa,Q2837177,2003-09-01,2006-08-30->2006-08-31
+++,Juan Bustillos Montalvo,,2003-09-01,2006-08-31
->,Juan Carlos Núñez Armas,Q5948489,2003-09-01,2006-08-30->2006-08-31
+++,Juan Carlos Pérez Góngora,,2003-09-01,2006-08-31
->,Juan Fernando Perdomo Bueno,Q5949419,2003-09-01,2006-08-30->2006-08-31
->,Juan Francisco Molinar Horcasitas,Q2139690,2003-09-01,2006-08-30->2006-08-31
+++,Juan García Costilla,,2003-09-01,2006-08-31
->,Juan José García Ochoa,Q5950268,2003-09-01,2006-08-30->2006-08-31
+++,Juan Manuel Dávalos,,2003-09-01,2006-08-31
+++,Juan Manuel Vega Rayet,,2003-09-01,2006-08-31
+++,Juan Pérez Medina,,2003-09-01,2006-08-31
->,Juan de Dios Castro Lozano,Q3187822,2003-09-01,2006-08-30->2006-08-31
->,Julio Boltvinik Kalinka,Q5955001,2003-09-01,2006-08-30->2006-08-31
+++,Julio César Córdova,,2003-09-01,2006-08-31
+++,Julián Angulo Góngora,,2003-09-01,2006-08-31
+++,Julián Nazar Morales,,2003-09-01,2006-08-31
---,Karina Martínez Cantú,Q16929712,2003-08-29,2006-08-31
+++,Laura Elena Martínez Rivera,,2003-09-01,2006-08-31
+++,Laura Reyes Retana,,2003-09-01,2006-08-31
+++,Leticia Gutiérrez Corona,,2003-09-01,2006-08-31
+++,Leticia Userralde Gordillo,,2003-09-01,2006-08-31
->,Lilia Aragón,Q5551789,2004-03-23->2003-09-01,2006-08-31
+++,Lino Celaya Luria,,2003-09-01,2006-08-31
+++,Lisandro Campos Córdova,,2003-09-01,2006-08-31
+++,Lizbeth Eugenia Rosas Montero,,2003-09-01,2006-08-31
+++,Lorena Torres Ramos,,2003-09-01,2006-08-31
->,Lucio Lastra Marín,Q6697411,2003-09-01,2006-08-30->2006-08-31
->,Luis Andrés Esteva Melchor,Q5982776,2003-09-01,2006-08-30->2006-08-31
+++,Luis Antonio González Roldán,,2003-09-01,2006-08-31
->,Luis Antonio Ramírez Pineda,Q18217902,2003-09-01,2006-08-30->2006-08-31
+++,Luis Eduardo Espinosa Pérez,,2003-09-01,2006-08-31
+++,Luis Felipe Madrigal,,2003-09-01,2006-08-31
->,Luis Maldonado Venegas,Q2482457,2003-09-01,2006-08-30->2006-08-31
->,Luis Walton->Luis Walton Aburto,Q5984479,2003-09-01,2006-08-30->2006-08-31
+++,Luz María Hernández Becerril,,2003-09-01,2006-08-31
+++,Lázaro Arias Martínez,,2003-09-01,2006-08-31
+++,Ma. Guadalupe García Velasco,,2003-09-01,2006-08-31
+++,Magdalena González Furlong,,2003-09-01,2006-08-31
->,Manlio Fabio Beltrones,Q2355497,2003-09-01,2006-08-30->2006-08-31
->,Manuel Camacho->Manuel Camacho Solís,Q2174052,2003-09-01,2006-08-30->2006-08-31
+++,Manuel Enrique Ovalle Araiza,,2003-09-01,2006-08-31
->,Manuel García Corpus,Q16914041,2003-09-01,2006-08-30->2006-08-31
+++,Manuel González Reyes,,2003-09-01,2006-08-31
+++,Manuel Gómez Morín Martínez del Río,,2003-09-01,2006-08-31
+++,Manuel Ignacio López Villarreal,,2003-09-01,2006-08-31
->,Manuel Pérez Cárdenas,Q5994098,2003-09-01,2006-08-30->2006-08-31
->,Manuel Velasco Coello,Q5994523,2003-09-01,2006-08-30->2006-08-31
+++,Manuel de Jesús de la Cruz Ramírez,,2003-09-01,2006-08-31
->,Marbella Casanova Calam,Q5995333,2003-09-01,2006-08-30->2006-08-31
->,Marcela González Salas,Q5995510,2003-09-01,2006-08-30->2006-08-31
->,Marcela Guerra->Marcela Guerra Castillo,Q6756281,2003-09-01,2006-08-30->2006-08-31
+++,Marcelo Herrera Herbert,,2003-09-01,2006-08-31
+++,Marcelo Tecolapa,,2003-09-01,2006-08-31
->,Marco Antonio Gama->Marco Antonio Gama Basarte,Q16911044,2003-09-01,2006-08-30->2006-08-31
+++,Marco Antonio García Ayala,,2003-09-01,2006-08-31
+++,Marco Antonio Gutiérrez,,2003-09-01,2006-08-31
+++,Marco Antonio Torres,,2003-09-01,2006-08-31
+++,Marcos Morales Torres,,2003-09-01,2006-08-31
+++,Marcos Álvarez Pérez,,2003-09-01,2006-08-31
+++,Margarita Chávez Murguía,,2003-09-01,2006-08-31
+++,Margarita Martínez López,,2003-09-01,2006-08-31
->,Margarita Saldaña Hernández,Q15279158,2003-09-01,2006-08-30->2006-08-31
->,Margarita Zavala Gómez del Campo->Margarita Zavala,Q2370402,2003->2003-09-01,2006->2006-08-31
+++,Margarito Fierros Tano,,2003-09-01,2006-08-31
+++,Mario Culebro Velasco,,2003-09-01,2006-08-31
+++,Mario Dávila Aranda,,2003-09-01,2006-08-31
->,Mario Moreno Arcos,Q5998905,2003-09-01,2006-08-30->2006-08-31
->,Mario Zepahua Valencia,Q5999147,2003-09-01,2006-08-30->2006-08-31
+++,Marisol Urrea Camarena,,2003-09-01,2006-08-31
+++,Marisol Vargas Bárcena,,2003-09-01,2006-08-31
->,Marko Antonio Cortés Mendoza->Marko Cortés Mendoza,Q3294361,2003-09-01,2006-08-30->2006-08-31
->,Martha Laguette,Q6002122,2003-09-01,2006-08-30->2006-08-31
->,Martha Leticia Rivera Cisneros,Q3295162,2003-09-01,2006-08-30->2006-08-31
->,Martha Lucía Mícher Camarena,Q6002129,2003-09-01,2006-08-30->2006-08-31
->,Martha Palafox Gutiérrez,Q6002158,2003-09-01,2006-08-30->2006-08-31
+++,Martín Carrillo Guzmán,,2003-09-01,2006-08-31
+++,Martín Vidaña Pérez,,2003-09-01,2006-08-31
+++,María Angélica Díaz,,2003-09-01,2006-08-31
+++,María Angélica Ramírez Luna,,2003-09-01,2006-08-31
+++,María Concepción Fajardo Muñoz,,2003-09-01,2006-08-31
+++,María Elba Garfias,,2003-09-01,2006-08-31
->,María Elena Orantes->María Elena Orantes López,Q6003690,2003-09-01,2006-08-30->2006-08-31
->,María Eloísa Talavera Hernández,Q6003706,2003-09-01,2006-08-30->2006-08-31
->,María Esther Scherman,Q20965518,2003-09-01,2006-08-30->2006-08-31
+++,María Eugenia Castillo,,2003-09-01,2006-08-31
+++,María Guadalupe Morales Rubio,,2003-09-01,2006-08-31
+++,María Guadalupe Suárez Ponce,,2003-09-01,2006-08-31
+++,María Hilaria Domínguez Arvizu,,2003-09-01,2006-08-31
->,María Isabel Maya Pineda,Q6003942,2003-09-01,2006-08-30->2006-08-31
->,María Izaguirre Francos->María del Carmen Izaguirre,Q16914081,2003-09-01,2006-08-30->2006-08-31
+++,María Marcela Lagarde y de los Ríos,,2003-09-01,2006-08-31
+++,María Viola Corella Manzanilla,,2003-09-01,2006-08-31
->,María de Jesús Aguirre Maldonado,Q16736658,2003-09-01,2006-08-30->2006-08-31
+++,María de la Luz Arias Staines,,2003-09-01,2006-08-31
+++,María del Carmen Escudero Fraire,,2003-09-01,2006-08-31
+++,María del Carmen Mendoza,,2003-09-01,2006-08-31
+++,María del Consuelo Rodríguez de Alba,,2003-09-01,2006-08-31
+++,María del Rocío Jaspeado Villanueva,,2003-09-01,2006-08-31
->,María Ávila Serna,Q16736683,2003-09-01,2006-08-30->2006-08-31
+++,Maximino Alejandro Fernández Ávila,,2003-09-01,2006-08-31
->,Mayela Quiroga Tamez,Q17037505,2003-09-01,2006-08-30->2006-08-31
->,Miguel Alonso Raya,Q5846799,2003-09-01,2006-08-30->2006-08-31
+++,Miguel Amezcua Alejo,,2003-09-01,2006-08-31
->,Miguel Lucero Palma,Q6014630,2003-09-01,2006-08-30->2006-08-31
+++,Miguel Luna Hernández,,2003-09-01,2006-08-31
