@@,itemlabel,item,startdate,enddate
+++,Abdallán Guzmán Cruz,,2003-09-01,2006-08-31
+++,Abel Echeverría Pineda,,2003-09-01,2006-08-31
+++,Abraham Bagdadi Estrella,,2003-09-01,2006-08-31
---,Addy García López,Q18207022,2003-08-29,2006-08-31
->,Adriana González Carrillo,Q5658341,2003-09-01,2006-08-30->2006-08-31
+++,Adrián Chávez Ruiz,,2003-09-01,2006-08-31
+++,Adrián Villagómez García,,2003-09-01,2006-08-31
+++,Ady García López,,2003-09-01,2006-08-31
+++,Agustín Rodríguez Fuentez,,2003-09-01,2006-08-31
->,Alberto Barrera Zurita,Q5662795,2003-09-01,2006-08-30->2006-08-31
->,Alberto Jiménez Merino,Q62594903,2003-09-01,2006-08-30->2006-08-31
+++,Alberto Méndez Gálvez,,2003-09-01,2006-08-31
+++,Aldo Martínez Hernández,,2003-09-01,2006-08-31
+++,Alejandra Méndez Solorio,,2003-09-01,2006-08-31
->,Alejandro González Yáñez,Q5665076,2003-09-01,2006-08-30->2006-08-31
->,Alejandro Moreno Cárdenas,Q5665275,2003-09-01,2006-08-30->2006-08-31
+++,Alejandro Saldaña Villaseñor,,2003-09-01,2006-08-31
+++,Alfonso González Ruiz,,2003-09-01,2006-08-31
+++,Alfonso Moreno Morán,,2003-09-01,2006-08-31
+++,Alfonso Nava Díaz,,2003-09-01,2006-08-31
->,Alfonso Ramírez Cuéllar,Q5667123,2003-09-01,2006-08-30->2006-08-31
+++,Alfonso Rodríguez Ochoa,,2003-09-01,2006-08-31
+++,Alfonso Sánchez Hernández,,2003-09-01,2006-08-31
+++,Alfredo Bejos Nicolás,,2003-09-01,2006-08-31
+++,Alfredo Fernández Moreno,,2003-09-01,2006-08-31
+++,Alfredo Gómez Sánchez,,2003-09-01,2006-08-31
->,Alfredo Rodríguez y Pacheco,Q5667985,2003-09-01,2006-08-30->2006-08-31
->,Alfredo Villegas Arreola,Q5668088,2003-09-01,2006-08-30->2006-08-31
->,Alfredo del Mazo González,Q2055969,2003-09-01,2006-08-30->2006-08-31
->,Amalia García,Q649731,2003-09-01,2006-08-30->2006-08-31
+++,Amalin Yabur Elías,,2003-09-01,2006-08-31
->,Ana Lilia Guillén Quiroz,Q16914063,2003-09-01,2006-08-30->2006-08-31
+++,Ana Luz Juárez Alejo,,2003-09-01,2006-08-31
->,Angélica De la Peña Gómez->Angélica de la Peña Gómez,Q16186420,2003-09-01,2006-08-30->2006-08-31
+++,Antonio Francisco Astiazarán Gutiérrez,,2003-09-01,2006-08-31
->,Antonio Mejía Haro,Q5699083,2003-09-01,2006-08-30->2006-08-31
->,Antonio Morales de la Peña,Q4776816,2003-09-01,2006-08-30->2006-08-31
+++,Armando Leyson Castro,,2003-09-01,2006-08-31
+++,Armando Neira Chávez,,2003-09-01,2006-08-31
+++,Armando Rangel,,2003-09-01,2006-08-31
+++,Arturo Nahle García,,2003-09-01,2006-08-31
->,Arturo Robles Aguilar,Q5707464,2003-09-01,2006-08-30->2006-08-31
->,Beatriz Zavala Peniche,Q449329,2003-09-01,2006-08-30->2006-08-31
+++,Belisario Herrera Solís,,2003-09-01,2006-08-31
+++,Benito Chávez Montenegro,,2003-09-01,2006-08-31
+++,Benjamín Sagahón Medina,,2003-09-01,2006-08-31
+++,Bernardino Ramos Iturbide,,2003-09-01,2006-08-31
+++,Bernardo Loera Carrillo,,2003-09-01,2006-08-31
+++,Bernardo Vega Carlos,,2003-09-01,2006-08-31
+++,Blanca Eppen Canales,,2003-09-01,2006-08-31
->,Blanca Estela Gómez Carmona,Q16194554,2003-09-01,2006-08-30->2006-08-31
->,Blanca Gámez Gutiérrez,Q18151363,2003-09-01,2006-08-30->2006-08-31
->,Blanca Judith Díaz Delgado->Judith Díaz Delgado,Q5729783,2003-09-01,2006-08-30->2006-08-31
->,Carla Rochín Nieto,Q17037851,2003-09-01,2006-08-30->2006-08-31
+++,Carlos Blackaller Ayala,,2003-09-01,2006-08-31
+++,Carlos Flores Rico,,2003-09-01,2006-08-31
+++,Carlos Hernán Silva,,2003-09-01,2006-08-31
->,Carlos Jiménez Macías,Q5654524,2003-09-01,2006-08-30->2006-08-31
+++,Carlos Manuel Rovirosa,,2003-09-01,2006-08-31
+++,Carlos Mireles Morales,,2003-09-01,2006-08-31
+++,Carlos Pano Becerra,,2003-09-01,2006-08-31
+++,Carlos Tiscareño Rodríguez,,2003-09-01,2006-08-31
+++,Carmen Guadalupe Fonz Sáenz,,2003-09-01,2006-08-31
+++,Ciro García Marín,,2003-09-01,2006-08-31
->,Clara Brugada,Q5125955,2003-09-01,2006-08-30->2006-08-31
->,Claudia Delgadillo González,Q16213930,2003-09-01,2006-08-30->2006-08-31
->,Claudia Ruiz Massieu->Claudia Ruiz Massieu Salinas,Q5771792,2003-09-01,2006-08-30->2006-08-31
+++,Concepción Olivia Castañeda Ortiz,,2003-09-01,2006-08-31
+++,Consuelo Camarena Gómez,,2003-09-01,2006-08-31
+++,Consuelo Muro Urista,,2003-09-01,2006-08-31
->,Cristina Díaz Salazar,Q3002884,2003-09-01,2006-08-30->2006-08-31
+++,Cristina Portillo Ayala,,2003-09-01,2006-08-31
->,Cruz López Aguilar,Q5792369,2003-09-01,2006-08-30->2006-08-31
->,Cuauhtémoc Ochoa Fernández,Q18217810,2003-09-01,2006-08-30->2006-08-31
+++,César Antonio Chávez Castillo,,2003-09-01,2006-08-31
+++,César González Orantes,,2003-09-01,2006-08-31
+++,Daniel Ordóñez Hernández,,2003-09-01,2006-08-31
+++,David Ferreyra Martínez,,2003-09-01,2006-08-31
+++,David Hernández Pérez,,2003-09-01,2006-08-31
->,Diana Bernal->Diana Bernal Ladrón de Guevara,Q5271098,2003-09-01,2006-08-30->2006-08-31
+++,Diego Palmero Andrade,,2003-09-01,2006-08-31
->,Diva Hadamira Gastélum->Diva Gastélum Bajo,Q16194075,2003-09-01,2006-08-30->2006-08-31
->,Dolores Padierna Luna->Dolores Padierna,Q919981,2003-09-01,2006-08-30->2006-08-31
+++,Dolores del Carmen Gutiérrez Zurita,,2003-09-01,2006-08-31
+++,Edelmira Gutiérrez Ríos,,2003-09-01,2006-08-31
+++,Edgar Torres Baltazar,,2003-09-01,2006-08-31
+++,Edith Guillén Zárate,,2003-09-01,2006-08-31
+++,Edmundo Gregorio Valencia Monterrubio,,2003-09-01,2006-08-31
->,Eduardo Bailey Elizondo,Q2834643,2003-09-01,2006-08-30->2006-08-31
+++,Eduardo Olmos Castro,,2003-09-01,2006-08-31
->,Elba Esther Gordillo,Q2681562,2003-09-01,2006-08-30->2006-08-31
+++,Eliana García Laguna,,2003-09-01,2006-08-31
+++,Elizabeth Yáñez Robles,,2003-09-01,2006-08-31
+++,Elpidio Concha Arellano,,2003-09-01,2006-08-31
+++,Elpidio Tovar de la Cruz,,2003-09-01,2006-08-31
+++,Emilio Badillo Ramírez,,2003-09-01,2006-08-31
->,Emilio Chuayffet->Emilio Chuayffet Chemor,Q2804771,2003-09-01,2006-08-30->2006-08-31
->,Emilio Serrano Jiménez,Q5831326,2003-09-01,2006-08-30->2006-08-31
->,Emilio Zebadúa->Emilio Zebadúa González,Q949971,2003-09-01,2006-08-30->2006-08-31
->,Enrique Burgos García,Q5485639,2003-09-01,2006-08-30->2006-08-31
+++,Enrique Escalante Arceo,,2003-09-01,2006-08-31
+++,Enrique Torres Cuadros,,2003-09-01,2006-08-31
->,Erandi Bermúdez->Erandi Bermúdez Méndez,Q16738923,2003-09-01,2006-08-30->2006-08-31
