@@,itemlabel,item,startdate,enddate
+++,Baltazar Martínez Montemayor,,2009-09-01,2012-08-31
+++,Bernardo Téllez Juárez,,2009-09-01,2012-08-31
+++,Blanca Estela Jiménez Hernández,,2009-09-01,2012-08-31
+++,Blanca Juana Soria Morales,,2009-09-01,2012-08-31
+++,Bonifacio Herrera Rivera,,2009-09-01,2012-08-31
+++,Bélgica Nabil Carmona Cabrera,,2009-09-01,2012-08-31
+++,Camilo Ramírez Puente,,2009-09-01,2012-08-31
+++,Carlos Alberto Ezeta Salcedo,,2009-09-01,2012-08-31
+++,Carlos Alberto Pérez Cuevas,,2009-09-01,2012-08-31
+++,Carlos Bello Otero,,2009-09-01,2012-08-31
+++,Carlos Flores Rico,,2009-09-01,2012-08-31
+++,Carlos Luis Meillon Johnston,,2009-09-01,2012-08-31
->,Carlos Manuel Joaquín González->Carlos Joaquín González,Q18688040,2009-09-01,2012-08-31
+++,Carlos Martínez Martínez,,2009-09-01,2012-08-31
+++,Carlos Oznerol Pacheco Castro,,2009-09-01,2012-08-31
+++,Carolina García Cañón,,2009-09-01,2012-08-31
->,Carolina Gudiño Corro,Q5657183,2009-09-01,2010-03-23->2012-08-31
+++,Cecilia Arévalo Sosa,,2009-09-01,2012-08-31
+++,Clara Gómez Caro,,2009-09-01,2012-08-31
->,Claudia Anaya Motaa->Claudia Anaya Mota,Q18638126,2009-09-01,2012-08-31
->,Claudia Ruiz Massieu->Claudia Ruiz Massieu Salinas,Q5771792,2009-09-01,2012-08-31
->,Cora Cecilia Pinedo->Cora Cecilia Pinedo Alonso,Q19518901,2009-09-01,2012-08-31
+++,Cristabell Zamora Cabrera,,2009-09-01,2012-08-31
+++,César Francisco Burelo Burelo,,2009-09-01,2012-08-31
->,César Mancillas Amador,Q5796295,2009->2009-09-01,2012->2012-08-31
+++,César Octavio Madrigal Díaz,,2009-09-01,2012-08-31
+++,César Octavio Pedroza Gaitán,,2009-09-01,2012-08-31
->,Daniel Gabriel Ávila Ruiz->Daniel Ávila Ruiz,Q5798794,2009-09-01,2012-08-31
+++,Daniel Granja Peniche,,2009-09-01,2012-08-31
+++,Daniela Nadal Riquelme,,2009-09-01,2012-08-31
+++,David Hernández Pérez,,2009-09-01,2012-08-31
+++,David Hernández Vallín,,2009-09-01,2012-08-31
+++,Delia Guerrero Coronado,,2009-09-01,2012-08-31
+++,Diana Patricia González Soto,,2009-09-01,2012-08-31
+++,Diego Guerrero Rubio,,2009-09-01,2012-08-31
->,Diva Hadamira Gastélum->Diva Hadamira Gastelum Bajo,Q16194075,2009-09-01,2012-08-31
+++,Dolores Nazares Jerónimo,,2009-09-01,2012-08-31
+++,Domingo Rodríguez Martell,,2009-09-01,2012-08-31
+++,Dora Eveleyn Triguera Duron,,2009-09-01,2012-08-31
+++,Eduardo Mendoza Arellano,,2009-09-01,2012-08-31
+++,Eduardo Robles Medina,,2009-09-01,2012-08-31
+++,Eduardo Yáñez Montaño,,2009-09-01,2012-08-31
+++,Efraín Aguilar Góngora,,2009-09-01,2012-08-31
+++,Elia Blanco Sánchez,,2009-09-01,2012-08-31
+++,Elpidio Concha Arellano,,2009-09-01,2012-08-31
+++,Elsa María Martínez Peña,,2009-09-01,2012-08-31
+++,Elvia Hernández García,,2009-09-01,2012-08-31
+++,Emiliano Velázquez Esquivel,,2009-09-01,2012-08-31
+++,Emilio Mendoza Kaplan,,2009-09-01,2012-08-31
+++,Enoé Uranga Muñoz,,2009-09-01,2012-08-31
+++,Enrique Octavio Trejo Azuara,,2009-09-01,2012-08-31
+++,Enrique Torres Delgado,,2009-09-01,2012-08-31
->,Erandi Bermúdez->Erandi Bermúdez Méndez,Q16738923,2009-09-01,2012-08-31
+++,Esteban Albarrán Mendoza,,2009-09-01,2012-08-31
+++,Eva Sylvia Guerrero García,,2009-09-01,2012-08-31
+++,Ezequiel Retiz Gutiérrez,,2009-09-01,2012-08-31
+++,Fausto Sergio Saldaña del Moral,,2009-09-01,2012-08-31
+++,Federico Ovalle Vaquera,,2009-09-01,2012-08-31
+++,Feliciano Rosendo Marín Díaz,,2009-09-01,2012-08-31
+++,Felipe Borja Texocotitla,,2009-09-01,2012-08-31
+++,Felipe Cervera Hernández,,2009-09-01,2012-08-31
+++,Felipe Enríquez Hernández,,2009-09-01,2012-08-31
+++,Felipe Solís Acero,,2009-09-01,2012-08-31
+++,Felipe de Jesús Rangel Vargas,,2009-09-01,2012-08-31
+++,Fermín Montes Cavazos,,2009-09-01,2012-08-31
+++,Fernando Ferreyra Olivares,,2009-09-01,2012-08-31
+++,Fernando Morales Martínez,,2009-09-01,2012-08-31
+++,Fernando Santa María Prieto,,2009-09-01,2012-08-31
+++,Filemón Navarro Aguilar,,2009-09-01,2012-08-31
+++,Florentina Rosario Morales,,2009-09-01,2012-08-31
->,Francisco Amadeo Espinosa Ramos->Francisco Espinosa Ramos,Q5865062,2009-09-01,2012-08-31
+++,Francisco Herrera Jiménez,,2009-09-01,2012-08-31
+++,Francisco Javier Landero Gutiérrez,,2009-09-01,2012-08-31
+++,Francisco Ramos Montaño,,2009-09-01,2012-08-31
+++,Francisco Saracho Navarro,,2009-09-01,2012-08-31
->,Gabriela Cuevas->Gabriela Cuevas Barrón,Q4352725,2009-09-01,2012-08-31
+++,Gerardo Leyva Hernández,,2009-09-01,2012-08-31
+++,Gerardo del Mazo Morales,,2009-09-01,2012-08-31
+++,Germán Contreras García,,2009-09-01,2012-08-31
->,Germán Osvaldo Cortéz Sandoval->Germán Osvaldo Cortez Sandoval,Q5878780,2009-09-01,2012-08-31
+++,Gloria Trinida Luna Ruiz,,2009-09-01,2012-08-31
+++,Gregorio Hurtado Leija,,2009-09-01,2012-08-31
+++,Guadalupe Pérez Domínguez,,2009-09-01,2012-08-31
+++,Guadalupe Valenzuela Cabrales,,2009-09-01,2012-08-31
+++,Guadalupe Vera Hernández,,2009-09-01,2012-08-31
+++,Guillermina Casique Vences,,2009-09-01,2012-08-31
+++,Guillermo Cueva Sada,,2009-09-01,2012-08-31
+++,Guillermo Márquez Lizalde,,2009-09-01,2012-08-31
+++,Guillermo Ruiz de Teresa,,2009-09-01,2012-08-31
+++,Gumercindo Castellanos Flores,,2009-09-01,2012-08-31
+++,Heladio Verver y Vargas Ramírez,,2009-09-01,2012-08-31
+++,Heriberto Ambrocio Cipriano,,2009-09-01,2012-08-31
+++,Hernán de Jesús Orantes López,,2009-09-01,2012-08-31
->,Hilda Flores Escalera->Hilda Esthela Flores Escalera,Q16211093,2009-09-01,2010-02-03->2012-08-31
+++,Hugo Héctor Martínez González,,2009-09-01,2012-08-31
+++,Héctor Barraza Chávez,,2009-09-01,2012-08-31
+++,Héctor Fernández Aguirre,,2009-09-01,2012-08-31
+++,Héctor Franco López,,2009-09-01,2012-08-31
+++,Héctor Hernández Silva,,2009-09-01,2012-08-31
+++,Héctor Pedraza Olguín,,2009-09-01,2012-08-31
+++,Héctor Pedroza Jiménez,,2009-09-01,2012-08-31
+++,Ignacio Rubí Salazar,,2009-09-01,2012-08-31
+++,Ignacio Téllez González,,2009-09-01,2012-08-31
+++,Ilich Augusto Lozano Herrera,,2009-09-01,2012-08-31
+++,Inocencio Ibarra Piña,,2009-09-01,2012-08-31
+++,Isabel Pérez Santos,,2009-09-01,2012-08-31
+++,Israel Madrigal Ceja,,2009-09-01,2012-08-31
+++,Israel Reyes Ledesma Magaña,,2009-09-01,2012-08-31
+++,Jaime Flores Castañeda,,2009-09-01,2012-08-31
+++,Jaime Oliva Ramírez,,2009-09-01,2012-08-31
+++,Jaime Sánchez Vélez,,2009-09-01,2012-08-31
+++,Janet González Tostado,,2009-09-01,2012-08-31
+++,Javier Gil Ortiz,,2009-09-01,2012-08-31
+++,Jesús Ramírez Rangel,,2009-09-01,2012-08-31
+++,Jesús Ricardo Enríquez Fuentes,,2009-09-01,2012-08-31
+++,Joann Novoa Mossberger,,2009-09-01,2012-08-31
+++,Joel González Díaz,,2009-09-01,2012-08-31
+++,Jorge Franco Vargas,,2009-09-01,2012-08-31
+++,Jorge González Ilescas,,2009-09-01,2012-08-31
+++,Jorge Hernández Hernández,,2009-09-01,2012-08-31
+++,Jorge Humberto López Portillo Basave,,2009-09-01,2012-08-31
->,Jorge Juraidini->Jorge Alberto Juraidini Rumilla,Q18688134,2009-09-01,2012-08-31
+++,Jorge Rojo García de Alba,,2009-09-01,2012-08-31
->,Jorge Romero Romero,Q17180879,2003-09-01->2009-09-01,2012-08-31
+++,Josué Cirino Valdés Huezo,,2009-09-01,2012-08-31
+++,José Alberto González Morales,,2009-09-01,2012-08-31
+++,José Antonio Aysa Bernat,,2009-09-01,2012-08-31
+++,José Encarnación Uribe Pozos,,2009-09-01,2012-08-31
+++,José Gerardo de los Cobos Silva,,2009-09-01,2012-08-31
+++,José Ignacio Seara Sierra,,2009-09-01,2012-08-31
+++,José Luis Aispuro Funes,,2009-09-01,2012-08-31
+++,José Luis Jaime Correa,,2009-09-01,2012-08-31
+++,José Luis Marcos Léon Perea,,2009-09-01,2012-08-31
+++,José Luis Velasco Lino,,2009-09-01,2012-08-31
+++,José Luis Íñiguez Gámez,,2009-09-01,2012-08-31
+++,José Manuel Agüero Tovar,,2009-09-01,2012-08-31
+++,José Manuel Hinojosa Pérez,,2009-09-01,2012-08-31
+++,José Manuel Marroquín Toledo,,2009-09-01,2012-08-31
+++,José María Valencia Barajas,,2009-09-01,2012-08-31
+++,José Ramón Martel,,2009-09-01,2012-08-31
+++,José Tomás Carrillo Sánchez,,2009-09-01,2012-08-31
+++,José Torres Robledo,,2009-09-01,2012-08-31
->,José Trinidad Padilla->José Trinidad Padilla López,Q5945884,2009-09-01,2012-08-31
+++,José del Pilar Córdova Hernández,,2009-09-01,2012-08-31
->,Juan Carlos Lastiri->Juan Carlos Lastiri Quirós,Q19518941,2009-09-01,2012-08-31
+++,Juan Carlos Natale López,,2009-09-01,2012-08-31
+++,Juan Gerardo Flores Ramírez,,2009-09-01,2012-08-31
+++,Juan José Cuevas García,,2009-09-01,2012-08-31
+++,Juan Pablo Jiménez Concha,,2009-09-01,2012-08-31
+++,Juanita Arcelia Cruz Cruz,,2009-09-01,2012-08-31
->,Judith Vázquez Saut->Fabiola Vázquez Saut,Q19519386,2009-09-01,2012-08-31
+++,Julio Castellanos Ramírez,,2009-09-01,2012-08-31
+++,Julio Saldaña Morán,,2009-09-01,2012-08-31
+++,Julián Nazar Morales,,2009-09-01,2012-08-31
+++,Julián Velázquez Llorente,,2009-09-01,2012-08-31
+++,Karla Daniella Villarreal Benassini,,2009-09-01,2012-08-31
+++,Kattia Garza Romo,,2009-09-01,2012-08-31
+++,Laura Arizmendi Campos,,2009-09-01,2012-08-31
+++,Laura Elena Estrada Rodríguez,,2009-09-01,2012-08-31
+++,Laura Elena Ledesma Romo,,2009-09-01,2012-08-31
+++,Laura Felícitas García Dávila,,2009-09-01,2012-08-31
+++,Laura Piña Olmedo,,2009-09-01,2012-08-31
+++,Laura Suárez González,,2009-09-01,2012-08-31
+++,Laura Viviana Agúndiz Pérez,,2009-09-01,2012-08-31
+++,Leandro Rafael García Bringas,,2009-09-01,2012-08-31
+++,Leobardo Soto Martínez,,2009-09-01,2012-08-31
+++,Leonardo Arturo Gillén Medina,,2009-09-01,2012-08-31
+++,Leticia Quezada Contreras,,2009-09-01,2012-08-31
+++,Leticia Robles Colín,,2009-09-01,2012-08-31
+++,Liev Vladimir Ramos Cárdenas,,2009-09-01,2012-08-31
+++,Lily Fabiola De la Rosa Cortés,,2009-09-01,2012-08-31
+++,Lizbeth García Coronado,,2009-09-01,2012-08-31
+++,Lorena Corona Valdés,,2009-09-01,2012-08-31
+++,Lucila del Carmen Gallegos Camarena,,2009-09-01,2012-08-31
+++,Luis Alejandro Guevara Cobos,,2009-09-01,2012-08-31
+++,Luis Antonio Martínez Armengol,,2009-09-01,2012-08-31
->,Luis Enrique Mercado->Luis Enrique Mercado Sánchez,Q19518853,2009->2009-09-01,2012->2012-08-31
+++,Luis Felipe Eguia Pérez,,2009-09-01,2012-08-31
+++,Luis Félix Rodríguez Sosa,,2009-09-01,2012-08-31
+++,Luis Hernández Cruz,,2009-09-01,2012-08-31
+++,Ma. Elena Pérez de Tejada Romero,,2009-09-01,2012-08-31
+++,Ma. Teresa Rosaura Ochoa Mejía,,2009-09-01,2012-08-31
+++,Ma. de Lourdes Reynoso Femat,,2009-09-01,2012-08-31
+++,Manuel Hinojosa Ochoa,,2009-09-01,2012-08-31
+++,Manuel Humberto Cota Jiménez,,2009-09-01,2012-08-31
+++,Manuel de Esesarte Pequeira,,2009-09-01,2012-08-31
->,Marcela Guerra->Marcela Guerra Castillo,Q6756281,2009-09-01,2012-08-31
+++,Marco Antonio García Ayala,,2009-09-01,2012-08-31
+++,Margarita Gallegos Soto,,2009-09-01,2012-08-31
+++,Mariana Ivette Ezeta Salcedo,,2009-09-01,2012-08-31
+++,Maricela Serrano Hernández,,2009-09-01,2012-08-31
->,Mario di Costanzo->Mario Di Costanzo,Q5999163,2009-09-01,2012-08-31
+++,Marisela Tinoco Moreno,,2009-09-01,2012-08-31
+++,Martha Angélica Bernardino Rojas,,2009-09-01,2012-08-31
+++,Martín Enrique Castillo Ruz,,2009-09-01,2012-08-31
+++,Martín García Avilés,,2009-09-01,2012-08-31
+++,Martín Rico Jiménez,,2009-09-01,2012-08-31
+++,Mary Telma Guajardo Villarreal,,2009-09-01,2012-08-31
+++,María Areceli Vázquez Camacho,,2009-09-01,2012-08-31
+++,María Estela de la Fuente Dagbug,,2009-09-01,2012-08-31
+++,María Esther Terán Velázquez,,2009-09-01,2012-08-31
+++,María Felícitas Parra Becerra,,2009-09-01,2012-08-31
+++,María Guadalupe García Almanza,,2009-09-01,2012-08-31
+++,María Guadalupe Silerio Núñez,,2009-09-01,2012-08-31
+++,María Hilaria Domínguez Arvizu,,2009-09-01,2012-08-31
+++,María Isabel Merlo Talavera,,2009-09-01,2012-08-31
->,María Izaguirre Francos->María del Carmen Izaguirre Francos,Q16914081,2009-09-01,2012-08-31
+++,María Sandra Ugalde Basaldúa,,2009-09-01,2012-08-31
+++,María Yolanda Valencia Vales,,2009-09-01,2012-08-31
+++,María de la Paz Quiñones Cornejo,,2009-09-01,2012-08-31
+++,María del Pilar Torres Canales,,2009-09-01,2012-08-31
+++,María del Refugio Calderón González,,2009-09-01,2012-08-31
+++,Maximino Alejandro Fernández Ávila,,2009-09-01,2012-08-31
+++,Melchor Sánchez de la Fuente,,2009-09-01,2012-08-31
+++,Miguel Ernesto Pompa Corella,,2009-09-01,2012-08-31
+++,Miguel Martín López,,2009-09-01,2012-08-31
+++,Miguel Álvarez Santamaría,,2009-09-01,2012-08-31
+++,Miguel Ángel García Granados,,2009-09-01,2012-08-31
+++,Miguel Ángel Luna Munguía,,2009-09-01,2012-08-31
+++,Miguel Ángel Terrón Mendoza,,2009-09-01,2012-08-31
+++,Mirna Lucrecia Camacho Pedrero,,2009-09-01,2012-08-31
+++,Narcedalia Ramírez Pineda,,2009-09-01,2012-08-31
+++,Nelly del Carmen Márquez Zapata,,2009-09-01,2012-08-31
---,Nely Miranda,Q16301380,2009-09-01,2012-08-31
---,Nicolás Bellizia Aboaf,Q18684710,2009,2012
+++,Nicolás Carlos Bellizzia Aboaf,,2009-09-01,2012-08-31
+++,Norma Leticia Orozco Torres,,2009-09-01,2012-08-31
+++,Norma Sánchez Romero,,2009-09-01,2012-08-31
+++,Noé Fernando Garza Flores,,2009-09-01,2012-08-31
+++,Noé Martín Vázquez Pérez,,2009-09-01,2012-08-31
+++,Obdulia Magdalena Torres Abarca,,2009-09-01,2012-08-31
+++,Olga Luz Espinosa Morales,,2009-09-01,2012-08-31
+++,Olivia Guillén Padilla,,2009-09-01,2012-08-31
+++,Omar Rodríguez Cisneros,,2009-09-01,2012-08-31
+++,Onésimo Mariscales Delgadillo,,2009-09-01,2012-08-31
+++,Oralia López Hernández,,2009-09-01,2012-08-31
+++,Oscar Lara Salazar,,2009-09-01,2012-08-31
+++,Ovidio Cortázar Ramos,,2009-09-01,2012-08-31
+++,Pablo Rodríguez Regordosa,,2009-09-01,2012-08-31
+++,Patricia Jiménez Case,,2009-09-01,2012-08-31
+++,Patricio Chirinos del Ángel,,2009-09-01,2012-08-31
->,Paula Angélica Hernández Olmos->Paula Hernández Olmos,Q6067323,2009-09-01,2012-08-31
+++,Pavel Díaz Juárez,,2009-09-01,2012-08-31
+++,Paz Gutiérrez Cortina,,2009-09-01,2012-08-31
+++,Perla López Loyo,,2009-09-01,2012-08-31
->,Porfirio Muñoz Ledo,Q1956741,2009-12-01->2009-09-01,2012-08-31
+++,Rafael Rodríguez González,,2009-09-01,2012-08-31
+++,Rafael Yerena Zambrano,,2009-09-01,2012-08-31
+++,Ramón Jiménez Fuentes,,2009-09-01,2012-08-31
+++,Ramón Merino Loo,,2009-09-01,2012-08-31
+++,Ramón Ramírez Valtierra,,2009-09-01,2012-08-31
+++,Reginaldo Rivera de la Torre,,2009-09-01,2012-08-31
->,Ricardo Ahued->Ricardo Ahued Bardahuil,Q18683857,2009-09-01,2012-08-31
+++,Ricardo López Pescador,,2009-09-01,2012-08-31
+++,Ricardo Sánchez Gálvez,,2009-09-01,2012-08-31
->,Rigoberto Salgado Vázquz->Rigoberto Salgado Vázquez,Q6108886,2009-09-01,2012-08-31
->,Roberto Borge Angulo,Q3436851,2009-09-01,2010-07-03->2012-08-31
+++,Roberto Rebollo Vivero,,2009-09-01,2012-08-31
+++,Rodolfo Lara Lagunas,,2009-09-01,2012-08-31
+++,Rogelio Manuel Díaz Brown,,2009-09-01,2012-08-31
+++,Rolando Bojórquez Gutiérrez,,2009-09-01,2012-08-31
+++,Rolando Zubía Rivera,,2009-09-01,2012-08-31
->,Rosa Adriana Díaz->Rosa Adriana Díaz Lizama,Q16214391,2009-09-01,2012-08-31
+++,Rosalina Mazari Espín,,2009-09-01,2012-08-31
->,Rosario Brindis Álvarez->María del Rosario Brindis Álvarez,Q18638189,2009-09-01,2012-08-31
+++,Rosi Orozco,,2009-09-01,2012-08-31
+++,Rubén Arellano Rodríguez,,2009-09-01,2012-08-31
+++,Ruth Esperanza Lugo Martínez,,2009-09-01,2012-08-31
+++,Sabino Bautista Concepción,,2009-09-01,2012-08-31
->,Salomón Rosas->Enrique Salomón Rosas,Q18224867,2009-09-01,2012-08-31
+++,Sara Gabriela Montiel Solís,,2009-09-01,2012-08-31
+++,Sergio Gama Dufour,,2009-09-01,2012-08-31
+++,Sergio González Hernández,,2009-09-01,2012-08-31
+++,Sergio Lobato García,,2009-09-01,2012-08-31
+++,Sergio Mancilla Zayas,,2009-09-01,2012-08-31
+++,Sergio Octavio Germán Olivares,,2009-09-01,2012-08-31
+++,Sergio Tolento Hernández,,2009-09-01,2012-08-31
+++,Silvia Esther Pérez Ceballos,,2009-09-01,2012-08-31
+++,Silvia Isabel Monge Villalobos,,2009-09-01,2012-08-31
+++,Silvia Puppo Gastelum,,2009-09-01,2012-08-31
+++,Silvio Lagos Galindo,,2009-09-01,2012-08-31
+++,Sixto Alfonso Zetina Soto,,2009-09-01,2012-08-31
+++,Teresa Guadalupe Reyes Sahagún,,2009-09-01,2012-08-31
+++,Teresa del Carmen Incháustegui Romero,,2009-09-01,2012-08-31
+++,Tomasa Vives Preciado,,2009-09-01,2012-08-31
+++,Tomás Gutiérrez Ramírez,,2009-09-01,2012-08-31
+++,Uriel López Paredes,,2009-09-01,2012-08-31
+++,Valdemar Gutiérrez Fragoso,,2009-09-01,2012-08-31
->,Vidal Llerenas->Vidal Llerenas Morales,Q6161703,2009-09-01,2012-08-31
+++,Violeta Aviles Álvarez,,2009-09-01,2012-08-31
+++,Víctor Alejandro Balderas Vaquera,,2009-09-01,2012-08-31
+++,Víctor Flores Morales,,2009-09-01,2012-08-31
+++,Víctor Manuel Kidnie de la Cruz,,2009-09-01,2012-08-31
+++,Víctor Silva Chacón,,2009-09-01,2012-08-31
+++,Wendy Guadalupe Rodríguez Galarza,,2009-09-01,2012-08-31
+++,Yolanda Montalvo López,,2009-09-01,2012-08-31
->,Yolanda de la Torre->Yolanda de la Torre Valdez,Q19519212,2009-09-01,2012-08-31
+++,Álvaro Raymundo Vargas Sáenz,,2009-09-01,2012-08-31
+++,Ángel Aguirre Herrera,,2009-09-01,2012-08-31
+++,Óscar Aguilar González,,2009-09-01,2012-08-31
+++,Óscar García Barrón,,2009-09-01,2012-08-31
->,Óscar González Galicia->Óscar González Yáñez,Q6174808,2009-09-01,2012-08-31
+++,Óscar Javier Lara Aréchiga,,2009-09-01,2012-08-31
+++,Óscar Román Rosas González,,2009-09-01,2012-08-31
+++,Óscar Saúl Castillo Andrade,,2009-09-01,2012-08-31
